 Time (days),LWP,stom_conduct,rsoil,rplant
1.51,-.2116231,43.9905472,.0000000,.0000000
1.52,-.2122769,44.1667633,.0000000,.0000000
1.53,-.2245119,75.1376038,.0000000,.0000000
1.54,-.2340182,70.8352737,.0000000,.0000000
1.55,-.2301565,47.7067909,.0000000,.0000000
1.56,-.2258074,53.8938599,.0000000,.0000000
1.57,-.2265609,71.1016998,.0000000,.0000000
1.58,-.2282175,73.2592316,.0000000,.0000000
1.59,-.2270462,59.8040695,.0000000,.0000000
1.60,-.2201261,31.5555763,.0000000,.0000000
1.61,-.2110428,10.1297102,.0000000,.0000000
1.62,-.2027612,6.0656323,.0000000,.0000000
1.64,-.1954376,10.1453943,.0000000,.0000000
1.65,-.1889288,13.1843548,.0000000,.0000000
1.66,-.1831731,19.4809170,.0000000,.0000000
1.67,-.1780829,5.5011272,.0000000,.0000000
1.68,-.1735819,5.8640108,.0000000,.0000000
1.69,-.1696018,5.6829934,.0000000,.0000000
1.70,-.1693061,1.7315459,.0000000,.0000000
1.71,-.1657670,1.7328041,.0000000,.0000000
1.72,-.1626001,1.7338482,.0000000,.0000000
1.73,-.1598408,1.7341990,.0000000,.0000000
1.74,-.1573333,1.7351636,.0000000,.0000000
1.75,-.1551360,1.7351446,.0000000,.0000000
1.76,-.1531309,1.7356063,.0000000,.0000000
1.77,-.1547555,1.7347207,.0000000,.0000000
1.78,-.1529288,1.7348725,.0000000,.0000000
1.79,-.1513510,1.7347417,.0000000,.0000000
1.80,-.1498964,1.7352371,.0000000,.0000000
1.81,-.1485295,1.7359381,.0000000,.0000000
1.82,-.1472822,1.7366687,.0000000,.0000000
1.83,-.1495732,1.7364385,.0000000,.0000000
1.84,-.1483585,1.7359200,.0000000,.0000000
1.85,-.1505081,1.7362776,.0000000,.0000000
1.86,-.1491124,1.7362472,.0000000,.0000000
1.88,-.1477968,1.7377948,.0000000,.0000000
1.89,-.1500060,1.7372856,.0000000,.0000000
1.90,-.1486099,1.7376796,.0000000,.0000000
1.91,-.1473670,1.7380567,.0000000,.0000000
1.92,-.1462947,1.7380803,.0000000,.0000000
1.93,-.1453466,1.7382493,.0000000,.0000000
1.94,-.1445056,1.7388265,.0000000,.0000000
1.95,-.1437535,1.7394620,.0000000,.0000000
1.96,-.1430771,1.7399359,.0000000,.0000000
1.97,-.1424409,1.7399131,.0000000,.0000000
1.98,-.1418306,1.7402396,.0000000,.0000000
1.99,-.1447549,1.7392353,.0000000,.0000000
2.00,-.1439763,1.7393686,.0000000,.0000000
2.01,-.1433064,1.7393458,.0000000,.0000000
2.02,-.1460465,1.7395697,.0000000,.0000000
2.03,-.1484755,1.7396641,.0000000,.0000000
2.04,-.1473547,1.7386787,.0000000,.0000000
2.05,-.1464292,1.7383386,.0000000,.0000000
2.06,-.1455423,1.7388744,.0000000,.0000000
2.07,-.1447418,1.7393394,.0000000,.0000000
2.08,-.1440208,1.7393072,.0000000,.0000000
2.09,-.1433905,1.7394120,.0000000,.0000000
2.10,-.1427720,1.7399384,.0000000,.0000000
2.11,-.1422318,1.7402359,.0000000,.0000000
2.12,-.1417571,1.7403837,.0000000,.0000000
2.14,-.1413208,1.7412382,.0000000,.0000000
2.15,-.1409355,1.7417239,.0000000,.0000000
2.16,-.1405805,1.7423007,.0000000,.0000000
2.17,-.1402859,1.7429061,.0000000,.0000000
2.18,-.1400180,1.7432231,.0000000,.0000000
2.19,-.1397973,1.7432920,.0000000,.0000000
2.20,-.1395952,1.7439905,.0000000,.0000000
2.21,-.1393930,1.7442248,.0000000,.0000000
2.22,-.1392313,1.7444059,.0000000,.0000000
2.23,-.1390667,1.7444299,.0000000,.0000000
2.24,-.1389229,1.7440703,.0000000,.0000000
2.25,-.1388009,1.7447594,.0000000,.0000000
2.26,-.1386376,1.7460037,.0000000,.0000000
2.27,-.1385071,1.7474958,.0000000,.0000000
2.28,-.1383920,1.7483114,.0000000,.0000000
2.29,-.1382788,1.7493857,.0000000,.0000000
2.30,-.1381848,1.7499429,.0000000,.0000000
2.31,-.1380949,1.7508401,.0000000,.0000000
2.32,-.1380886,6.0747929,.0000000,.0000000
2.33,-.1381829,10.2880459,.0000000,.0000000
2.34,-.1386703,10.3196545,.0000000,.0000000
2.35,-.1397016,10.3143826,.0000000,.0000000
2.36,-.1407154,16.3558712,.0000000,.0000000
2.38,-.1422327,22.1456757,.0000000,.0000000
2.39,-.1432334,16.3631630,.0000000,.0000000
2.40,-.1446518,18.5537186,.0000000,.0000000
2.41,-.1455621,23.2678394,.0000000,.0000000
2.42,-.1477143,14.1392069,.0000000,.0000000
2.43,-.1499689,16.3277702,.0000000,.0000000
2.44,-.1523990,16.3171234,.0000000,.0000000
2.45,-.1562473,16.2950916,.0000000,.0000000
2.46,-.1600413,16.2836895,.0000000,.0000000
2.47,-.1641589,16.2732258,.0000000,.0000000
2.48,-.1676408,16.2603455,.0000000,.0000000
2.49,-.1700704,16.2711983,.0000000,.0000000
2.50,-.1719610,16.2644138,.0000000,.0000000
2.51,-.1733080,16.2717743,.0000000,.0000000
2.52,-.1738208,16.2629871,.0000000,.0000000
2.53,-.1895315,54.0864601,.0000000,.0000000
2.54,-.2454200,118.7499924,.0000000,.0000000
2.55,-.3037077,119.1243439,.0000000,.0000000
2.56,-.3557995,118.8439255,.0000000,.0000000
2.57,-.3958355,114.6920624,.0000000,.0000000
2.58,-.4287176,112.3139038,.0000000,.0000000
2.59,-.4509920,110.7699966,.0000000,.0000000
2.60,-.4858122,110.3796158,.0000000,.0000000
2.61,-.5226254,106.9237137,.0000000,.0000000
2.62,-.5512596,100.3804245,.0000000,.0000000
2.64,-.5572788,87.0544662,.0000000,.0000000
2.65,-.5438176,69.4112015,.0000000,.0000000
2.66,-.5011661,13.6106644,.0000000,.0000000
2.67,-.4633269,10.2180090,.0000000,.0000000
2.68,-.4276302,10.1230965,.0000000,.0000000
2.69,-.3957249,5.5139461,.0000000,.0000000
2.70,-.3663062,1.7339548,.0000000,.0000000
2.71,-.3403234,1.7341107,.0000000,.0000000
2.72,-.3173255,1.7345600,.0000000,.0000000
2.73,-.2970723,1.7356564,.0000000,.0000000
2.74,-.2792447,1.7373773,.0000000,.0000000
2.75,-.2634471,1.7391218,.0000000,.0000000
2.76,-.2495531,1.7406745,.0000000,.0000000
2.77,-.2373352,1.7409505,.0000000,.0000000
2.78,-.2266013,1.7415113,.0000000,.0000000
2.79,-.2170258,1.7433040,.0000000,.0000000
2.80,-.2085219,1.7441761,.0000000,.0000000
2.81,-.2009635,1.7449901,.0000000,.0000000
2.82,-.1942332,1.7447290,.0000000,.0000000
2.83,-.1883357,1.7437276,.0000000,.0000000
2.84,-.1832383,1.7422806,.0000000,.0000000
2.85,-.1789509,1.7407900,.0000000,.0000000
2.86,-.1753791,1.7393116,.0000000,.0000000
2.88,-.1721810,1.7406831,.0000000,.0000000
2.89,-.1691563,1.7444779,.0000000,.0000000
2.90,-.1664386,1.7453556,.0000000,.0000000
2.91,-.1641951,1.7450190,.0000000,.0000000
2.92,-.1623209,1.7444673,.0000000,.0000000
2.93,-.1605707,1.7467287,.0000000,.0000000
2.94,-.1589216,1.7479875,.0000000,.0000000
2.95,-.1572538,1.7521050,.0000000,.0000000
2.96,-.1558368,1.7522888,.0000000,.0000000
2.97,-.1547528,1.7498275,.0000000,.0000000
2.98,-.1538005,1.7499472,.0000000,.0000000
2.99,-.1530684,1.7494354,.0000000,.0000000
3.00,-.1525304,1.7495214,.0000000,.0000000
3.01,-.1518588,1.7541312,.0000000,.0000000
3.02,-.1512728,1.7552650,.0000000,.0000000
3.03,-.1509140,1.7526559,.0000000,.0000000
3.04,-.1504566,1.7562690,.0000000,.0000000
3.05,-.1499019,1.7594159,.0000000,.0000000
3.06,-.1496250,1.7565182,.0000000,.0000000
3.07,-.1494907,1.7554199,.0000000,.0000000
3.08,-.1491735,1.7589117,.0000000,.0000000
3.09,-.1485824,1.7644901,.0000000,.0000000
3.10,-.1510932,1.7683837,.0000000,.0000000
3.11,-.1533652,1.7679075,.0000000,.0000000
3.12,-.1552650,1.7711259,.0000000,.0000000
3.14,-.1568377,1.7737380,.0000000,.0000000
3.15,-.1554730,1.7672290,.0000000,.0000000
3.16,-.1573334,1.7679865,.0000000,.0000000
3.17,-.1590821,1.7657020,.0000000,.0000000
3.18,-.1611428,1.7569853,.0000000,.0000000
3.19,-.1597779,1.7575109,.0000000,.0000000
3.20,-.1586312,1.7565426,.0000000,.0000000
3.21,-.1577815,1.7542274,.0000000,.0000000
3.22,-.1569299,1.7562180,.0000000,.0000000
3.23,-.1561884,1.7566295,.0000000,.0000000
3.24,-.1554309,1.7583743,.0000000,.0000000
3.25,-.1546265,1.7613964,.0000000,.0000000
3.26,-.1570514,1.7613037,.0000000,.0000000
3.27,-.1593502,1.7588587,.0000000,.0000000
3.28,-.1582979,1.7582455,.0000000,.0000000
3.29,-.1572663,1.7601062,.0000000,.0000000
3.30,-.1593821,1.7627012,.0000000,.0000000
3.31,-.1612013,1.7640451,.0000000,.0000000
3.32,-.1648978,6.0617599,.0000000,.0000000
3.33,-.1679071,10.3504658,.0000000,.0000000
3.34,-.1714090,10.4633465,.0000000,.0000000
3.35,-.1764446,13.6186028,.0000000,.0000000
3.36,-.1821849,13.7976894,.0000000,.0000000
3.38,-.1868346,12.9742308,.0000000,.0000000
3.39,-.1911180,13.3430576,.0000000,.0000000
3.40,-.1946207,13.5791388,.0000000,.0000000
3.41,-.1975433,14.2609777,.0000000,.0000000
3.42,-.2001331,15.9005890,.0000000,.0000000
3.43,-.2015694,16.5529976,.0000000,.0000000
3.44,-.2024844,16.5803146,.0000000,.0000000
3.45,-.2043012,16.5548954,.0000000,.0000000
3.46,-.2060477,16.5370522,.0000000,.0000000
3.47,-.2071229,16.5204372,.0000000,.0000000
3.48,-.2071396,18.7116928,.0000000,.0000000
3.49,-.2075019,18.7218761,.0000000,.0000000
3.50,-.2074102,18.7360401,.0000000,.0000000
3.51,-.2078137,18.7208252,.0000000,.0000000
3.52,-.2094360,18.7281685,.0000000,.0000000
3.53,-.2202923,55.2168732,.0000000,.0000000
3.54,-.2626237,91.7342148,.0000000,.0000000
3.55,-.3024817,92.4732819,.0000000,.0000000
3.56,-.3361885,90.4879684,.0000000,.0000000
3.57,-.3634135,88.0816803,.0000000,.0000000
3.58,-.3918533,87.0831757,.0000000,.0000000
3.59,-.4158064,85.9663467,.0000000,.0000000
3.60,-.4355278,84.0411911,.0000000,.0000000
3.61,-.4537819,83.1628571,.0000000,.0000000
3.62,-.4659756,78.3159027,.0000000,.0000000
3.64,-.4723247,71.7824402,.0000000,.0000000
3.65,-.4606054,55.2065353,.0000000,.0000000
3.66,-.4280453,14.1892567,.0000000,.0000000
3.67,-.4022910,13.9919796,.0000000,.0000000
3.68,-.3773372,10.4176693,.0000000,.0000000
3.69,-.3515946,6.2300711,.0000000,.0000000
3.70,-.3306880,1.7656447,.0000000,.0000000
3.71,-.3121605,1.7670051,.0000000,.0000000
3.72,-.2926700,1.7682265,.0000000,.0000000
3.73,-.2753867,1.7697538,.0000000,.0000000
3.74,-.2601776,1.7693281,.0000000,.0000000
3.75,-.2467377,1.7687262,.0000000,.0000000
3.76,-.2348634,1.7679645,.0000000,.0000000
3.77,-.2246889,1.7635555,.0000000,.0000000
3.78,-.2187042,1.7637070,.0000000,.0000000
3.79,-.2133626,1.7640954,.0000000,.0000000
3.80,-.2086415,1.7648879,.0000000,.0000000
3.81,-.2044708,1.7648673,.0000000,.0000000
3.82,-.2007887,1.7627318,.0000000,.0000000
3.83,-.1974833,1.7619970,.0000000,.0000000
3.84,-.1945033,1.7629871,.0000000,.0000000
3.85,-.1918683,1.7631359,.0000000,.0000000
3.86,-.1894861,1.7628837,.0000000,.0000000
3.88,-.1874358,1.7629236,.0000000,.0000000
3.89,-.1856201,1.7630353,.0000000,.0000000
3.90,-.1840171,1.7632774,.0000000,.0000000
3.91,-.1826051,1.7621093,.0000000,.0000000
3.92,-.1814135,1.7613511,.0000000,.0000000
3.93,-.1804126,1.7609682,.0000000,.0000000
3.94,-.1795847,1.7614410,.0000000,.0000000
3.95,-.1789057,1.7608564,.0000000,.0000000
3.96,-.1783557,1.7618669,.0000000,.0000000
3.97,-.1778151,1.7628031,.0000000,.0000000
3.98,-.1772845,1.7641082,.0000000,.0000000
3.99,-.1767134,1.7649111,.0000000,.0000000
4.00,-.1762097,1.7648311,.0000000,.0000000
4.01,-.1757628,1.7651174,.0000000,.0000000
4.02,-.1752616,1.7646012,.0000000,.0000000
4.03,-.1747651,1.7651329,.0000000,.0000000
4.04,-.1742688,1.7657814,.0000000,.0000000
4.05,-.1707670,1.7668587,.0000000,.0000000
4.06,-.1676752,1.7678019,.0000000,.0000000
4.07,-.1648917,1.7683033,.0000000,.0000000
4.08,-.1623811,1.7684678,.0000000,.0000000
4.09,-.1601633,1.7692418,.0000000,.0000000
4.10,-.1582028,1.7669601,.0000000,.0000000
4.11,-.1564719,1.7661548,.0000000,.0000000
4.12,-.1549421,1.7673968,.0000000,.0000000
4.14,-.1535924,1.7681526,.0000000,.0000000
4.15,-.1524009,1.7682654,.0000000,.0000000
4.16,-.1512980,1.7709737,.0000000,.0000000
4.17,-.1502696,1.7711806,.0000000,.0000000
4.18,-.1493607,1.7712462,.0000000,.0000000
4.19,-.1485565,1.7702781,.0000000,.0000000
4.20,-.1478427,1.7695345,.0000000,.0000000
4.21,-.1472043,1.7700971,.0000000,.0000000
4.22,-.1465866,1.7688601,.0000000,.0000000
4.23,-.1460918,1.7671200,.0000000,.0000000
4.24,-.1456550,1.7673106,.0000000,.0000000
4.25,-.1452657,1.7665508,.0000000,.0000000
4.26,-.1449256,1.7627223,.0000000,.0000000
4.27,-.1476937,1.7617598,.0000000,.0000000
4.28,-.1501412,1.7608893,.0000000,.0000000
4.29,-.1523064,1.7600741,.0000000,.0000000
4.30,-.1542097,1.7579898,.0000000,.0000000
4.31,-.1527672,1.7568933,.0000000,.0000000
4.32,-.1514873,1.7574742,.0000000,.0000000
4.33,-.1506164,5.1710176,.0000000,.0000000
4.34,-.1508564,10.3644791,.0000000,.0000000
4.35,-.1518996,18.6515770,.0000000,.0000000
4.36,-.1546981,31.5583096,.0000000,.0000000
4.38,-.1604580,39.1566544,.0000000,.0000000
4.39,-.1703798,53.0408936,.0000000,.0000000
4.40,-.1745734,29.2337055,.0000000,.0000000
4.41,-.1794571,23.6242790,.0000000,.0000000
4.42,-.1857278,34.4346237,.0000000,.0000000
4.43,-.2021696,49.9384613,.0000000,.0000000
4.44,-.2132757,45.0688057,.0000000,.0000000
4.45,-.2230327,44.5017242,.0000000,.0000000
4.46,-.2294822,46.5850868,.0000000,.0000000
4.47,-.2334920,46.0157776,.0000000,.0000000
4.48,-.2307424,34.4780884,.0000000,.0000000
4.49,-.2314497,34.9678764,.0000000,.0000000
4.50,-.2360477,42.9200821,.0000000,.0000000
4.51,-.2426462,41.4218826,.0000000,.0000000
4.52,-.2451509,34.2861443,.0000000,.0000000
4.53,-.2806213,94.9792099,.0000000,.0000000
4.54,-.3291715,111.0553665,.0000000,.0000000
4.55,-.3811975,114.2460251,.0000000,.0000000
4.56,-.4124338,110.5326996,.0000000,.0000000
4.57,-.4277839,106.8498383,.0000000,.0000000
4.58,-.4462689,107.1641541,.0000000,.0000000
4.59,-.4793257,110.8899536,.0000000,.0000000
4.60,-.4831536,99.2383118,.0000000,.0000000
4.61,-.5016287,103.6936340,.0000000,.0000000
4.62,-.5062590,93.7559128,.0000000,.0000000
4.64,-.4852366,57.4104729,.0000000,.0000000
4.65,-.4554674,35.2461548,.0000000,.0000000
4.66,-.4312085,39.4012833,.0000000,.0000000
4.67,-.4062747,28.6336689,.0000000,.0000000
4.68,-.3798031,16.2314930,.0000000,.0000000
4.69,-.3537763,5.9920211,.0000000,.0000000
4.70,-.3296222,1.7353176,.0000000,.0000000
4.71,-.3082828,1.7347860,.0000000,.0000000
4.72,-.2893754,1.7352859,.0000000,.0000000
4.73,-.2726745,1.7346499,.0000000,.0000000
4.74,-.2580270,1.7321260,.0000000,.0000000
4.75,-.2450869,1.7319642,.0000000,.0000000
4.76,-.2336094,1.7303623,.0000000,.0000000
4.77,-.2234700,1.7303214,.0000000,.0000000
4.78,-.2145175,1.7314262,.0000000,.0000000
4.79,-.2065582,1.7314991,.0000000,.0000000
4.80,-.1995302,1.7306068,.0000000,.0000000
4.81,-.1933205,1.7303212,.0000000,.0000000
4.82,-.1878371,1.7291266,.0000000,.0000000
4.83,-.1829881,1.7293768,.0000000,.0000000
4.84,-.1787048,1.7297006,.0000000,.0000000
4.85,-.1749175,1.7296829,.0000000,.0000000
4.86,-.1715220,1.7304288,.0000000,.0000000
4.88,-.1685307,1.7300487,.0000000,.0000000
4.89,-.1658898,1.7307981,.0000000,.0000000
4.90,-.1635070,1.7314830,.0000000,.0000000
4.91,-.1613530,1.7317171,.0000000,.0000000
4.92,-.1593994,1.7319020,.0000000,.0000000
4.93,-.1576757,1.7320116,.0000000,.0000000
4.94,-.1561408,1.7320038,.0000000,.0000000
4.95,-.1547803,1.7312921,.0000000,.0000000
4.96,-.1535854,1.7309743,.0000000,.0000000
4.97,-.1525381,1.7311511,.0000000,.0000000
4.98,-.1516016,1.7316349,.0000000,.0000000
4.99,-.1507785,1.7312195,.0000000,.0000000
5.00,-.1501050,1.7310719,.0000000,.0000000
5.01,-.1495097,1.7308997,.0000000,.0000000
5.02,-.1490363,1.7307730,.0000000,.0000000
5.03,-.1486188,1.7305238,.0000000,.0000000
5.04,-.1482511,1.7301449,.0000000,.0000000
5.05,-.1479141,1.7307036,.0000000,.0000000
5.06,-.1476282,1.7307247,.0000000,.0000000
5.07,-.1474300,1.7308960,.0000000,.0000000
5.08,-.1471549,1.7325070,.0000000,.0000000
5.09,-.1468128,1.7343546,.0000000,.0000000
5.10,-.1464501,1.7351757,.0000000,.0000000
5.11,-.1461313,1.7349092,.0000000,.0000000
5.12,-.1457911,1.7350938,.0000000,.0000000
5.14,-.1453835,1.7358233,.0000000,.0000000
5.15,-.1449565,1.7362342,.0000000,.0000000
5.16,-.1444573,1.7366188,.0000000,.0000000
5.17,-.1439689,1.7365969,.0000000,.0000000
5.18,-.1434134,1.7366407,.0000000,.0000000
5.19,-.1429195,1.7368432,.0000000,.0000000
5.20,-.1424980,1.7363656,.0000000,.0000000
5.21,-.1421270,1.7361497,.0000000,.0000000
5.22,-.1418075,1.7357440,.0000000,.0000000
5.23,-.1414816,1.7340221,.0000000,.0000000
5.24,-.1411921,1.7342179,.0000000,.0000000
5.25,-.1409360,1.7343981,.0000000,.0000000
5.26,-.1407588,1.7361798,.0000000,.0000000
5.27,-.1405493,1.7364984,.0000000,.0000000
5.28,-.1403580,1.7368015,.0000000,.0000000
5.29,-.1401892,1.7364750,.0000000,.0000000
5.30,-.1399831,1.7361921,.0000000,.0000000
5.31,-.1398000,1.7364433,.0000000,.0000000
5.32,-.1396419,1.7364609,.0000000,.0000000
5.33,-.1395571,5.5362558,.0000000,.0000000
5.34,-.1394813,14.9166470,.0000000,.0000000
5.35,-.1394135,18.4132347,.0000000,.0000000
5.36,-.1393526,31.2127190,.0000000,.0000000
5.38,-.1392977,36.0851784,.0000000,.0000000
5.39,-.1392482,43.5500755,.0000000,.0000000
5.40,-.1415991,55.5995445,.0000000,.0000000
5.41,-.1473563,57.3481178,.0000000,.0000000
5.42,-.1511918,48.6261902,.0000000,.0000000
5.43,-.1570777,66.5287323,.0000000,.0000000
5.44,-.1647941,71.0487823,.0000000,.0000000
5.45,-.1758487,80.3603897,.0000000,.0000000
5.46,-.1882206,82.9280472,.0000000,.0000000
5.47,-.1936430,68.8295822,.0000000,.0000000
5.48,-.2012766,82.2148819,.0000000,.0000000
5.49,-.2113435,96.4616241,.0000000,.0000000
5.50,-.2217360,79.6653137,.0000000,.0000000
5.51,-.2376656,96.6745300,.0000000,.0000000
5.52,-.2418017,63.8648529,.0000000,.0000000
5.53,-.2430061,61.0624733,.0000000,.0000000
5.54,-.2468206,73.1394196,.0000000,.0000000
5.55,-.2584434,85.2094727,.0000000,.0000000
5.56,-.2766226,98.2885742,.0000000,.0000000
5.57,-.2986494,105.1300049,.0000000,.0000000
5.58,-.3180970,103.8203278,.0000000,.0000000
5.59,-.3223207,79.5145035,.0000000,.0000000
5.60,-.3220298,65.0037003,.0000000,.0000000
5.61,-.3180478,49.1151886,.0000000,.0000000
5.62,-.3163403,48.4854202,.0000000,.0000000
5.64,-.3110084,40.4992561,.0000000,.0000000
5.65,-.2986168,24.1061420,.0000000,.0000000
5.66,-.2917680,32.6553268,.0000000,.0000000
5.67,-.2827703,18.1761951,.0000000,.0000000
5.68,-.2689865,9.9845076,.0000000,.0000000
5.69,-.2546970,1.7140143,.0000000,.0000000
5.70,-.2419850,1.7143794,.0000000,.0000000
5.71,-.2306976,1.7152086,.0000000,.0000000
5.72,-.2208320,1.7141677,.0000000,.0000000
5.73,-.2121761,1.7129701,.0000000,.0000000
5.74,-.2045354,1.7128389,.0000000,.0000000
5.75,-.1978287,1.7131222,.0000000,.0000000
5.76,-.1919075,1.7128820,.0000000,.0000000
5.77,-.1867405,1.7125719,.0000000,.0000000
5.78,-.1821826,1.7127440,.0000000,.0000000
5.79,-.1782102,1.7115290,.0000000,.0000000
5.80,-.1747053,1.7113491,.0000000,.0000000
5.81,-.1716471,1.7113003,.0000000,.0000000
5.82,-.1688705,1.7121260,.0000000,.0000000
5.83,-.1665583,1.7101345,.0000000,.0000000
5.84,-.1644484,1.7109663,.0000000,.0000000
5.85,-.1625876,1.7110305,.0000000,.0000000
5.86,-.1609531,1.7108008,.0000000,.0000000
5.88,-.1595572,1.7098664,.0000000,.0000000
5.89,-.1583897,1.7091725,.0000000,.0000000
5.90,-.1573986,1.7092843,.0000000,.0000000
5.91,-.1565432,1.7094736,.0000000,.0000000
5.92,-.1557002,1.7099520,.0000000,.0000000
5.93,-.1550059,1.7098695,.0000000,.0000000
5.94,-.1545184,1.7089965,.0000000,.0000000
5.95,-.1540935,1.7090018,.0000000,.0000000
5.96,-.1536266,1.7097679,.0000000,.0000000
5.97,-.1530203,1.7123719,.0000000,.0000000
5.98,-.1522219,1.7139553,.0000000,.0000000
5.99,-.1512579,1.7143550,.0000000,.0000000
6.00,-.1503049,1.7140125,.0000000,.0000000
6.01,-.1494161,1.7153081,.0000000,.0000000
6.02,-.1487969,1.7122138,.0000000,.0000000
6.03,-.1484042,1.7097775,.0000000,.0000000
6.04,-.1481156,1.7099398,.0000000,.0000000
6.05,-.1478081,1.7113349,.0000000,.0000000
6.06,-.1475890,1.7109247,.0000000,.0000000
6.07,-.1474531,1.7100481,.0000000,.0000000
6.08,-.1473307,1.7105281,.0000000,.0000000
6.09,-.1472694,1.7097318,.0000000,.0000000
6.10,-.1472815,1.7088529,.0000000,.0000000
6.11,-.1473041,1.7087415,.0000000,.0000000
6.12,-.1473787,1.7078353,.0000000,.0000000
6.14,-.1474986,1.7072423,.0000000,.0000000
6.15,-.1476614,1.7067531,.0000000,.0000000
6.16,-.1477521,1.7076670,.0000000,.0000000
6.17,-.1478457,1.7075484,.0000000,.0000000
6.18,-.1479409,1.7073160,.0000000,.0000000
6.19,-.1480345,1.7074155,.0000000,.0000000
6.20,-.1480710,1.7082206,.0000000,.0000000
6.21,-.1480663,1.7088351,.0000000,.0000000
6.22,-.1480682,1.7087120,.0000000,.0000000
6.23,-.1480270,1.7091861,.0000000,.0000000
6.24,-.1479963,1.7093707,.0000000,.0000000
6.25,-.1479729,1.7097709,.0000000,.0000000
6.26,-.1479548,1.7093027,.0000000,.0000000
6.27,-.1478812,1.7101259,.0000000,.0000000
6.28,-.1477669,1.7105755,.0000000,.0000000
6.29,-.1477394,1.7095845,.0000000,.0000000
6.30,-.1478261,1.7079062,.0000000,.0000000
6.31,-.1479653,1.7072576,.0000000,.0000000
6.32,-.1481445,1.7066591,.0000000,.0000000
6.33,-.1541401,9.9761810,.0000000,.0000000
6.34,-.1694163,22.9120770,.0000000,.0000000
6.35,-.1883650,30.2897873,.0000000,.0000000
6.36,-.2130761,36.7569313,.0000000,.0000000
6.38,-.2364237,38.3737564,.0000000,.0000000
6.39,-.2658792,51.2668076,.0000000,.0000000
6.40,-.3018688,62.8319168,.0000000,.0000000
6.41,-.3421004,73.8447571,.0000000,.0000000
6.42,-.3707714,65.2438736,.0000000,.0000000
6.43,-.4074936,76.1191101,.0000000,.0000000
6.44,-.4396493,75.8797607,.0000000,.0000000
6.45,-.4495524,56.8153610,.0000000,.0000000
6.46,-.4654404,67.9147873,.0000000,.0000000
6.47,-.4936740,87.1864243,.0000000,.0000000
6.48,-.5206226,90.2346878,.0000000,.0000000
6.49,-.5424678,90.2037201,.0000000,.0000000
6.50,-.5719287,101.2736053,.0000000,.0000000
6.51,-.6015559,105.5471115,.0000000,.0000000
6.52,-.6221395,98.9852295,.0000000,.0000000
6.53,-.6602546,114.7426987,.0000000,.0000000
6.54,-.6989416,107.2859802,.0000000,.0000000
6.55,-.7398890,99.0071564,.0000000,.0000000
6.56,-.7909259,107.6531372,.0000000,.0000000
6.57,-.8976985,148.1321411,.0000000,.0000000
