 Time (days),soilR,soilR1,soilR2,CSR(1),CSR(2),CSR(3),CSR(4),CSR(5)
9.84,5707.2724609,Inf,Inf,28.4677086,28.4677086,28.4677086,28.4677086,28.4677086
9.85,5707.2719727,Inf,Inf,28.4676628,28.4676628,28.4676628,28.4676628,28.4676628
9.86,5707.2719727,Inf,Inf,28.4675999,28.4675999,28.4675999,28.4675999,28.4675999
9.88,5707.2719727,Inf,Inf,28.4675636,28.4675636,28.4675636,28.4675636,28.4675636
9.89,5707.2719727,Inf,Inf,28.4676018,28.4676018,28.4676018,28.4676018,28.4676018
9.90,5707.2724609,Inf,Inf,28.4677200,28.4677200,28.4677200,28.4677200,28.4677200
9.91,5707.2724609,Inf,Inf,28.4678764,28.4678764,28.4678764,28.4678764,28.4678764
9.92,5707.2724609,Inf,Inf,28.4679070,28.4679070,28.4679070,28.4679070,28.4679070
9.93,5707.2724609,Inf,Inf,28.4679775,28.4679775,28.4679775,28.4679775,28.4679775
9.94,5707.2724609,Inf,Inf,28.4680462,28.4680462,28.4680462,28.4680462,28.4680462
9.95,5707.2724609,Inf,Inf,28.4681244,28.4681244,28.4681244,28.4681244,28.4681244
9.96,5707.2724609,Inf,Inf,28.4682217,28.4682217,28.4682217,28.4682217,28.4682217
9.97,5707.2724609,Inf,Inf,28.4683170,28.4683170,28.4683170,28.4683170,28.4683170
9.98,5707.2724609,Inf,Inf,28.4684181,28.4684181,28.4684181,28.4684181,28.4684181
9.99,5707.2724609,Inf,Inf,28.4685268,28.4685268,28.4685268,28.4685268,28.4685268
10.00,5707.2724609,Inf,Inf,28.4686584,28.4686584,28.4686584,28.4686584,28.4686584
10.01,5730.4531250,Inf,Inf,28.5844479,28.5844479,28.5844479,28.5844479,28.5844479
10.02,5730.4531250,Inf,Inf,28.5845757,28.5845757,28.5845757,28.5845757,28.5845757
10.03,5730.4531250,Inf,Inf,28.5846958,28.5846958,28.5846958,28.5846958,28.5846958
10.04,5730.4531250,Inf,Inf,28.5848083,28.5848083,28.5848083,28.5848083,28.5848083
10.05,5730.4531250,Inf,Inf,28.5849075,28.5849075,28.5849075,28.5849075,28.5849075
10.06,5730.4531250,Inf,Inf,28.5849972,28.5849972,28.5849972,28.5849972,28.5849972
10.07,5730.4531250,Inf,Inf,28.5850945,28.5850945,28.5850945,28.5850945,28.5850945
10.08,5730.4531250,Inf,Inf,28.5851860,28.5851860,28.5851860,28.5851860,28.5851860
10.09,5730.4531250,Inf,Inf,28.5852814,28.5852814,28.5852814,28.5852814,28.5852814
10.10,5730.4536133,Inf,Inf,28.5853786,28.5853786,28.5853786,28.5853786,28.5853786
10.11,5730.4536133,Inf,Inf,28.5854816,28.5854816,28.5854816,28.5854816,28.5854816
10.12,5730.4536133,Inf,Inf,28.5855923,28.5855923,28.5855923,28.5855923,28.5855923
10.14,5730.4541016,Inf,Inf,28.5856972,28.5856972,28.5856972,28.5856972,28.5856972
10.15,5730.4541016,Inf,Inf,28.5857887,28.5857887,28.5857887,28.5857887,28.5857887
10.16,5730.4541016,Inf,Inf,28.5858898,28.5858898,28.5858898,28.5858898,28.5858898
10.17,5730.4541016,Inf,Inf,28.5859966,28.5859966,28.5859966,28.5859966,28.5859966
10.18,5730.4541016,Inf,Inf,28.5861130,28.5861130,28.5861130,28.5861130,28.5861130
10.19,5730.4541016,Inf,Inf,28.5862408,28.5862408,28.5862408,28.5862408,28.5862408
10.20,5730.4541016,Inf,Inf,28.5863686,28.5863686,28.5863686,28.5863686,28.5863686
10.21,5730.4541016,Inf,Inf,28.5864773,28.5864773,28.5864773,28.5864773,28.5864773
10.22,5730.4541016,Inf,Inf,28.5865993,28.5865993,28.5865993,28.5865993,28.5865993
10.23,5730.4541016,Inf,Inf,28.5867462,28.5867462,28.5867462,28.5867462,28.5867462
10.24,5730.4541016,Inf,Inf,28.5868969,28.5868969,28.5868969,28.5868969,28.5868969
10.25,5730.4541016,Inf,Inf,28.5870476,28.5870476,28.5870476,28.5870476,28.5870476
10.26,5730.4541016,Inf,Inf,28.5871868,28.5871868,28.5871868,28.5871868,28.5871868
10.27,5730.4545898,Inf,Inf,28.5873051,28.5873051,28.5873051,28.5873051,28.5873051
10.28,5730.4545898,Inf,Inf,28.5874176,28.5874176,28.5874176,28.5874176,28.5874176
10.29,5730.4550781,Inf,Inf,28.5875435,28.5875435,28.5875435,28.5875435,28.5875435
10.30,5730.4550781,Inf,Inf,28.5876865,28.5876865,28.5876865,28.5876865,28.5876865
10.31,5730.4550781,Inf,Inf,28.5878448,28.5878448,28.5878448,28.5878448,28.5878448
10.32,5730.4550781,Inf,Inf,28.5879993,28.5879993,28.5879993,28.5879993,28.5879993
10.33,5730.4550781,Inf,Inf,28.5881672,28.5881672,28.5881672,28.5881672,28.5881672
10.34,5730.4550781,Inf,Inf,28.5883369,28.5883369,28.5883369,28.5883369,28.5883369
10.35,5730.4550781,Inf,Inf,28.5885029,28.5885029,28.5885029,28.5885029,28.5885029
10.36,5730.4550781,Inf,Inf,28.5886688,28.5886688,28.5886688,28.5886688,28.5886688
10.38,5730.4550781,Inf,Inf,28.5888348,28.5888348,28.5888348,28.5888348,28.5888348
10.39,5730.4550781,Inf,Inf,28.5890045,28.5890045,28.5890045,28.5890045,28.5890045
10.40,5730.4555664,Inf,Inf,28.5891819,28.5891819,28.5891819,28.5891819,28.5891819
10.41,5730.4555664,Inf,Inf,28.5893517,28.5893517,28.5893517,28.5893517,28.5893517
10.42,5730.4560547,Inf,Inf,28.5895252,28.5895252,28.5895252,28.5895252,28.5895252
10.43,5730.4560547,Inf,Inf,28.5896931,28.5896931,28.5896931,28.5896931,28.5896931
10.44,5730.4560547,Inf,Inf,28.5898380,28.5898380,28.5898380,28.5898380,28.5898380
10.45,5730.4560547,Inf,Inf,28.5899887,28.5899887,28.5899887,28.5899887,28.5899887
10.46,5730.4560547,Inf,Inf,28.5901279,28.5901279,28.5901279,28.5901279,28.5901279
10.47,5730.4560547,Inf,Inf,28.5902653,28.5902653,28.5902653,28.5902653,28.5902653
10.48,5730.4560547,Inf,Inf,28.5903931,28.5903931,28.5903931,28.5903931,28.5903931
10.49,5730.4560547,Inf,Inf,28.5905266,28.5905266,28.5905266,28.5905266,28.5905266
10.50,5730.4560547,Inf,Inf,28.5906544,28.5906544,28.5906544,28.5906544,28.5906544
10.51,5730.4565430,Inf,Inf,28.5907803,28.5907803,28.5907803,28.5907803,28.5907803
10.52,5730.4570312,Inf,Inf,28.5909100,28.5909100,28.5909100,28.5909100,28.5909100
10.53,5730.4570312,Inf,Inf,28.5910320,28.5910320,28.5910320,28.5910320,28.5910320
10.54,5730.4570312,Inf,Inf,28.5911655,28.5911655,28.5911655,28.5911655,28.5911655
10.55,5730.4570312,Inf,Inf,28.5913467,28.5913467,28.5913467,28.5913467,28.5913467
10.56,5730.4570312,Inf,Inf,28.5915413,28.5915413,28.5915413,28.5915413,28.5915413
10.57,5730.4570312,Inf,Inf,28.5917301,28.5917301,28.5917301,28.5917301,28.5917301
10.58,5730.4575195,Inf,Inf,28.5918789,28.5918789,28.5918789,28.5918789,28.5918789
10.59,5730.4575195,Inf,Inf,28.5920219,28.5920219,28.5920219,28.5920219,28.5920219
10.60,5730.4580078,Inf,Inf,28.5921803,28.5921803,28.5921803,28.5921803,28.5921803
10.61,5730.4580078,Inf,Inf,28.5923634,28.5923634,28.5923634,28.5923634,28.5923634
10.62,5730.4580078,Inf,Inf,28.5925560,28.5925560,28.5925560,28.5925560,28.5925560
10.64,5730.4580078,Inf,Inf,28.5927372,28.5927372,28.5927372,28.5927372,28.5927372
10.65,5730.4580078,Inf,Inf,28.5929031,28.5929031,28.5929031,28.5929031,28.5929031
10.66,5730.4584961,Inf,Inf,28.5930576,28.5930576,28.5930576,28.5930576,28.5930576
10.67,5730.4584961,Inf,Inf,28.5931854,28.5931854,28.5931854,28.5931854,28.5931854
10.68,5730.4584961,Inf,Inf,28.5932770,28.5932770,28.5932770,28.5932770,28.5932770
10.69,5730.4584961,Inf,Inf,28.5933590,28.5933590,28.5933590,28.5933590,28.5933590
10.70,5730.4584961,Inf,Inf,28.5934238,28.5934238,28.5934238,28.5934238,28.5934238
10.71,5730.4584961,Inf,Inf,28.5934753,28.5934753,28.5934753,28.5934753,28.5934753
10.72,5730.4584961,Inf,Inf,28.5935287,28.5935287,28.5935287,28.5935287,28.5935287
10.73,5730.4589844,Inf,Inf,28.5935822,28.5935822,28.5935822,28.5935822,28.5935822
10.74,5730.4589844,Inf,Inf,28.5936394,28.5936394,28.5936394,28.5936394,28.5936394
10.75,5730.4589844,Inf,Inf,28.5936966,28.5936966,28.5936966,28.5936966,28.5936966
10.76,5730.4589844,Inf,Inf,28.5937634,28.5937634,28.5937634,28.5937634,28.5937634
10.77,5730.4589844,Inf,Inf,28.5938187,28.5938187,28.5938187,28.5938187,28.5938187
10.78,5730.4589844,Inf,Inf,28.5938854,28.5938854,28.5938854,28.5938854,28.5938854
10.79,5730.4589844,Inf,Inf,28.5939560,28.5939560,28.5939560,28.5939560,28.5939560
10.80,5730.4589844,Inf,Inf,28.5940113,28.5940113,28.5940113,28.5940113,28.5940113
10.81,5730.4589844,Inf,Inf,28.5940742,28.5940742,28.5940742,28.5940742,28.5940742
10.82,5730.4589844,Inf,Inf,28.5941353,28.5941353,28.5941353,28.5941353,28.5941353
10.83,5730.4589844,Inf,Inf,28.5942001,28.5942001,28.5942001,28.5942001,28.5942001
10.84,5730.4589844,Inf,Inf,28.5942764,28.5942764,28.5942764,28.5942764,28.5942764
10.85,5730.4589844,Inf,Inf,28.5943642,28.5943642,28.5943642,28.5943642,28.5943642
10.86,5730.4589844,Inf,Inf,28.5944462,28.5944462,28.5944462,28.5944462,28.5944462
10.88,5730.4589844,Inf,Inf,28.5945129,28.5945129,28.5945129,28.5945129,28.5945129
10.89,5730.4589844,Inf,Inf,28.5945740,28.5945740,28.5945740,28.5945740,28.5945740
10.90,5730.4589844,Inf,Inf,28.5946293,28.5946293,28.5946293,28.5946293,28.5946293
10.91,5730.4589844,Inf,Inf,28.5946903,28.5946903,28.5946903,28.5946903,28.5946903
10.92,5730.4594727,Inf,Inf,28.5947628,28.5947628,28.5947628,28.5947628,28.5947628
10.93,5730.4594727,Inf,Inf,28.5948238,28.5948238,28.5948238,28.5948238,28.5948238
10.94,5730.4594727,Inf,Inf,28.5948906,28.5948906,28.5948906,28.5948906,28.5948906
10.95,5730.4594727,Inf,Inf,28.5949574,28.5949574,28.5949574,28.5949574,28.5949574
10.96,5730.4594727,Inf,Inf,28.5950260,28.5950260,28.5950260,28.5950260,28.5950260
10.97,5730.4594727,Inf,Inf,28.5950928,28.5950928,28.5950928,28.5950928,28.5950928
10.98,5730.4594727,Inf,Inf,28.5951405,28.5951405,28.5951405,28.5951405,28.5951405
10.99,5730.4594727,Inf,Inf,28.5951958,28.5951958,28.5951958,28.5951958,28.5951958
11.00,5730.4594727,Inf,Inf,28.5952511,28.5952511,28.5952511,28.5952511,28.5952511
11.01,5755.5117188,Inf,Inf,28.7203178,28.7203178,28.7203178,28.7203178,28.7203178
11.02,5755.5117188,Inf,Inf,28.7203484,28.7203484,28.7203484,28.7203484,28.7203484
11.03,5755.5117188,Inf,Inf,28.7203770,28.7203770,28.7203770,28.7203770,28.7203770
11.04,5755.5117188,Inf,Inf,28.7204037,28.7204037,28.7204037,28.7204037,28.7204037
11.05,5755.5117188,Inf,Inf,28.7204342,28.7204342,28.7204342,28.7204342,28.7204342
11.06,5755.5117188,Inf,Inf,28.7204590,28.7204590,28.7204590,28.7204590,28.7204590
11.07,5755.5117188,Inf,Inf,28.7204781,28.7204781,28.7204781,28.7204781,28.7204781
11.08,5755.5117188,Inf,Inf,28.7204952,28.7204952,28.7204952,28.7204952,28.7204952
11.09,5755.5117188,Inf,Inf,28.7205143,28.7205143,28.7205143,28.7205143,28.7205143
11.10,5755.5117188,Inf,Inf,28.7205334,28.7205334,28.7205334,28.7205334,28.7205334
11.11,5755.5117188,Inf,Inf,28.7205544,28.7205544,28.7205544,28.7205544,28.7205544
11.12,5755.5117188,Inf,Inf,28.7205906,28.7205906,28.7205906,28.7205906,28.7205906
11.14,5755.5117188,Inf,Inf,28.7206192,28.7206192,28.7206192,28.7206192,28.7206192
11.15,5755.5117188,Inf,Inf,28.7206554,28.7206554,28.7206554,28.7206554,28.7206554
11.16,5755.5117188,Inf,Inf,28.7206936,28.7206936,28.7206936,28.7206936,28.7206936
11.17,5755.5117188,Inf,Inf,28.7207260,28.7207260,28.7207260,28.7207260,28.7207260
11.18,5755.5117188,Inf,Inf,28.7207565,28.7207565,28.7207565,28.7207565,28.7207565
11.19,5755.5117188,Inf,Inf,28.7207756,28.7207756,28.7207756,28.7207756,28.7207756
11.20,5755.5117188,Inf,Inf,28.7207909,28.7207909,28.7207909,28.7207909,28.7207909
11.21,5755.5117188,Inf,Inf,28.7208061,28.7208061,28.7208061,28.7208061,28.7208061
11.22,5755.5102539,Inf,Inf,28.7174911,28.7174911,28.7174911,28.7174911,28.7174911
11.23,5755.5102539,Inf,Inf,28.7175503,28.7175503,28.7175503,28.7175503,28.7175503
11.24,5755.5102539,Inf,Inf,28.7175865,28.7175865,28.7175865,28.7175865,28.7175865
11.25,5755.5102539,Inf,Inf,28.7176170,28.7176170,28.7176170,28.7176170,28.7176170
11.26,5755.5102539,Inf,Inf,28.7176609,28.7176609,28.7176609,28.7176609,28.7176609
11.27,5755.5102539,Inf,Inf,28.7177010,28.7177010,28.7177010,28.7177010,28.7177010
11.28,5755.5102539,Inf,Inf,28.7177277,28.7177277,28.7177277,28.7177277,28.7177277
11.29,5755.5107422,Inf,Inf,28.7177563,28.7177563,28.7177563,28.7177563,28.7177563
11.30,5755.5107422,Inf,Inf,28.7178020,28.7178020,28.7178020,28.7178020,28.7178020
11.31,5755.5107422,Inf,Inf,28.7178535,28.7178535,28.7178535,28.7178535,28.7178535
11.32,5755.5107422,Inf,Inf,28.7179050,28.7179050,28.7179050,28.7179050,28.7179050
11.33,5755.5107422,Inf,Inf,28.7179890,28.7179890,28.7179890,28.7179890,28.7179890
11.34,5755.5107422,Inf,Inf,28.7180958,28.7180958,28.7180958,28.7180958,28.7180958
11.35,5755.5107422,Inf,Inf,28.7182465,28.7182465,28.7182465,28.7182465,28.7182465
11.36,5755.5107422,Inf,Inf,28.7184429,28.7184429,28.7184429,28.7184429,28.7184429
11.38,5755.5107422,Inf,Inf,28.7186279,28.7186279,28.7186279,28.7186279,28.7186279
11.39,5755.5107422,Inf,Inf,28.7188396,28.7188396,28.7188396,28.7188396,28.7188396
11.40,5755.5107422,Inf,Inf,28.7190647,28.7190647,28.7190647,28.7190647,28.7190647
11.41,5755.5112305,Inf,Inf,28.7193165,28.7193165,28.7193165,28.7193165,28.7193165
11.42,5755.5112305,Inf,Inf,28.7195549,28.7195549,28.7195549,28.7195549,28.7195549
11.43,5755.5117188,Inf,Inf,28.7198086,28.7198086,28.7198086,28.7198086,28.7198086
11.44,5755.5117188,Inf,Inf,28.7200413,28.7200413,28.7200413,28.7200413,28.7200413
11.45,5755.5117188,Inf,Inf,28.7202663,28.7202663,28.7202663,28.7202663,28.7202663
11.46,5755.5117188,Inf,Inf,28.7204933,28.7204933,28.7204933,28.7204933,28.7204933
11.47,5755.5117188,Inf,Inf,28.7207394,28.7207394,28.7207394,28.7207394,28.7207394
11.48,5755.5117188,Inf,Inf,28.7210026,28.7210026,28.7210026,28.7210026,28.7210026
11.49,5755.5117188,Inf,Inf,28.7210960,28.7210960,28.7210960,28.7210960,28.7210960
11.50,5755.5122070,Inf,Inf,28.7211876,28.7211876,28.7211876,28.7211876,28.7211876
11.51,5755.5126953,Inf,Inf,28.7212887,28.7212887,28.7212887,28.7212887,28.7212887
11.52,5755.5126953,Inf,Inf,28.7213936,28.7213936,28.7213936,28.7213936,28.7213936
11.53,5755.5126953,Inf,Inf,28.7215080,28.7215080,28.7215080,28.7215080,28.7215080
11.54,5755.5107422,Inf,Inf,28.7182503,28.7182503,28.7182503,28.7182503,28.7182503
11.55,5755.5112305,Inf,Inf,28.7185535,28.7185535,28.7185535,28.7185535,28.7185535
11.56,5755.5112305,Inf,Inf,28.7189007,28.7189007,28.7189007,28.7189007,28.7189007
11.57,5755.5117188,Inf,Inf,28.7192917,28.7192917,28.7192917,28.7192917,28.7192917
11.58,5755.5117188,Inf,Inf,28.7197342,28.7197342,28.7197342,28.7197342,28.7197342
11.59,5755.5122070,Inf,Inf,28.7202015,28.7202015,28.7202015,28.7202015,28.7202015
11.60,5755.5126953,Inf,Inf,28.7206783,28.7206783,28.7206783,28.7206783,28.7206783
11.61,5755.5126953,Inf,Inf,28.7211914,28.7211914,28.7211914,28.7211914,28.7211914
11.62,5755.5131836,Inf,Inf,28.7217064,28.7217064,28.7217064,28.7217064,28.7217064
11.64,5755.5136719,Inf,Inf,28.7221718,28.7221718,28.7221718,28.7221718,28.7221718
11.65,5755.5136719,Inf,Inf,28.7223186,28.7223186,28.7223186,28.7223186,28.7223186
11.66,5755.5136719,Inf,Inf,28.7224636,28.7224636,28.7224636,28.7224636,28.7224636
11.67,5755.5136719,Inf,Inf,28.7226162,28.7226162,28.7226162,28.7226162,28.7226162
11.68,5755.5136719,Inf,Inf,28.7227802,28.7227802,28.7227802,28.7227802,28.7227802
11.69,5755.5136719,Inf,Inf,28.7229271,28.7229271,28.7229271,28.7229271,28.7229271
11.70,5755.5136719,Inf,Inf,28.7230377,28.7230377,28.7230377,28.7230377,28.7230377
11.71,5755.5136719,Inf,Inf,28.7231426,28.7231426,28.7231426,28.7231426,28.7231426
11.72,5755.5141602,Inf,Inf,28.7232285,28.7232285,28.7232285,28.7232285,28.7232285
11.73,5755.5141602,Inf,Inf,28.7233105,28.7233105,28.7233105,28.7233105,28.7233105
11.74,5755.5141602,Inf,Inf,28.7233887,28.7233887,28.7233887,28.7233887,28.7233887
11.75,5755.5141602,Inf,Inf,28.7234764,28.7234764,28.7234764,28.7234764,28.7234764
11.76,5755.5141602,Inf,Inf,28.7235699,28.7235699,28.7235699,28.7235699,28.7235699
11.77,5755.5141602,Inf,Inf,28.7236614,28.7236614,28.7236614,28.7236614,28.7236614
11.78,5755.5141602,Inf,Inf,28.7237530,28.7237530,28.7237530,28.7237530,28.7237530
11.79,5755.5141602,Inf,Inf,28.7238388,28.7238388,28.7238388,28.7238388,28.7238388
11.80,5755.5146484,Inf,Inf,28.7239189,28.7239189,28.7239189,28.7239189,28.7239189
11.81,5755.5146484,Inf,Inf,28.7239838,28.7239838,28.7239838,28.7239838,28.7239838
11.82,5755.5146484,Inf,Inf,28.7240391,28.7240391,28.7240391,28.7240391,28.7240391
11.83,5755.5146484,Inf,Inf,28.7240849,28.7240849,28.7240849,28.7240849,28.7240849
11.84,5755.5146484,Inf,Inf,28.7241344,28.7241344,28.7241344,28.7241344,28.7241344
11.85,5755.5146484,Inf,Inf,28.7241898,28.7241898,28.7241898,28.7241898,28.7241898
11.86,5755.5146484,Inf,Inf,28.7242432,28.7242432,28.7242432,28.7242432,28.7242432
11.88,5755.5146484,Inf,Inf,28.7243042,28.7243042,28.7243042,28.7243042,28.7243042
11.89,5755.5146484,Inf,Inf,28.7243557,28.7243557,28.7243557,28.7243557,28.7243557
11.90,5755.5146484,Inf,Inf,28.7244053,28.7244053,28.7244053,28.7244053,28.7244053
11.91,5755.5146484,Inf,Inf,28.7244663,28.7244663,28.7244663,28.7244663,28.7244663
11.92,5755.5146484,Inf,Inf,28.7245255,28.7245255,28.7245255,28.7245255,28.7245255
11.93,5755.5146484,Inf,Inf,28.7245770,28.7245770,28.7245770,28.7245770,28.7245770
11.94,5755.5146484,Inf,Inf,28.7246361,28.7246361,28.7246361,28.7246361,28.7246361
11.95,5755.5146484,Inf,Inf,28.7247028,28.7247028,28.7247028,28.7247028,28.7247028
11.96,5755.5146484,Inf,Inf,28.7247772,28.7247772,28.7247772,28.7247772,28.7247772
11.97,5755.5146484,Inf,Inf,28.7248516,28.7248516,28.7248516,28.7248516,28.7248516
11.98,5755.5146484,Inf,Inf,28.7249184,28.7249184,28.7249184,28.7249184,28.7249184
11.99,5755.5146484,Inf,Inf,28.7249889,28.7249889,28.7249889,28.7249889,28.7249889
12.00,5755.5146484,Inf,Inf,28.7250633,28.7250633,28.7250633,28.7250633,28.7250633
12.01,5780.7822266,Inf,Inf,28.8512840,28.8512840,28.8512840,28.8512840,28.8512840
12.02,5780.7822266,Inf,Inf,28.8513508,28.8513508,28.8513508,28.8513508,28.8513508
12.03,5780.7822266,Inf,Inf,28.8514194,28.8514194,28.8514194,28.8514194,28.8514194
12.04,5780.7822266,Inf,Inf,28.8514824,28.8514824,28.8514824,28.8514824,28.8514824
12.05,5780.7822266,Inf,Inf,28.8515377,28.8515377,28.8515377,28.8515377,28.8515377
12.06,5780.7822266,Inf,Inf,28.8515930,28.8515930,28.8515930,28.8515930,28.8515930
12.07,5780.7822266,Inf,Inf,28.8516617,28.8516617,28.8516617,28.8516617,28.8516617
12.08,5780.7822266,Inf,Inf,28.8517227,28.8517227,28.8517227,28.8517227,28.8517227
12.09,5780.7822266,Inf,Inf,28.8517914,28.8517914,28.8517914,28.8517914,28.8517914
12.10,5780.7822266,Inf,Inf,28.8518658,28.8518658,28.8518658,28.8518658,28.8518658
12.11,5780.7822266,Inf,Inf,28.8519478,28.8519478,28.8519478,28.8519478,28.8519478
12.12,5780.7822266,Inf,Inf,28.8520279,28.8520279,28.8520279,28.8520279,28.8520279
12.14,5780.7822266,Inf,Inf,28.8521137,28.8521137,28.8521137,28.8521137,28.8521137
12.15,5780.7822266,Inf,Inf,28.8521957,28.8521957,28.8521957,28.8521957,28.8521957
12.16,5780.7822266,Inf,Inf,28.8522758,28.8522758,28.8522758,28.8522758,28.8522758
12.17,5780.7822266,Inf,Inf,28.8523617,28.8523617,28.8523617,28.8523617,28.8523617
12.18,5780.7822266,Inf,Inf,28.8524437,28.8524437,28.8524437,28.8524437,28.8524437
12.19,5780.7827148,Inf,Inf,28.8525238,28.8525238,28.8525238,28.8525238,28.8525238
12.20,5780.7827148,Inf,Inf,28.8526096,28.8526096,28.8526096,28.8526096,28.8526096
12.21,5780.7827148,Inf,Inf,28.8526917,28.8526917,28.8526917,28.8526917,28.8526917
12.22,5780.7827148,Inf,Inf,28.8527718,28.8527718,28.8527718,28.8527718,28.8527718
12.23,5780.7827148,Inf,Inf,28.8528767,28.8528767,28.8528767,28.8528767,28.8528767
12.24,5780.7827148,Inf,Inf,28.8529644,28.8529644,28.8529644,28.8529644,28.8529644
12.25,5780.7827148,Inf,Inf,28.8530445,28.8530445,28.8530445,28.8530445,28.8530445
12.26,5780.7827148,Inf,Inf,28.8531132,28.8531132,28.8531132,28.8531132,28.8531132
12.27,5780.7832031,Inf,Inf,28.8531876,28.8531876,28.8531876,28.8531876,28.8531876
12.28,5780.7832031,Inf,Inf,28.8533115,28.8533115,28.8533115,28.8533115,28.8533115
12.29,5780.7832031,Inf,Inf,28.8535595,28.8535595,28.8535595,28.8535595,28.8535595
12.30,5780.7832031,Inf,Inf,28.8538380,28.8538380,28.8538380,28.8538380,28.8538380
12.31,5780.7832031,Inf,Inf,28.8540859,28.8540859,28.8540859,28.8540859,28.8540859
12.32,5780.7836914,Inf,Inf,28.8543663,28.8543663,28.8543663,28.8543663,28.8543663
12.33,5780.7836914,Inf,Inf,28.8546886,28.8546886,28.8546886,28.8546886,28.8546886
12.34,5780.7841797,Inf,Inf,28.8550358,28.8550358,28.8550358,28.8550358,28.8550358
12.35,5780.7841797,Inf,Inf,28.8554020,28.8554020,28.8554020,28.8554020,28.8554020
12.36,5780.7841797,Inf,Inf,28.8557625,28.8557625,28.8557625,28.8557625,28.8557625
12.38,5780.7846680,Inf,Inf,28.8561783,28.8561783,28.8561783,28.8561783,28.8561783
12.39,5780.7851562,Inf,Inf,28.8565998,28.8565998,28.8565998,28.8565998,28.8565998
12.40,5780.7851562,Inf,Inf,28.8570156,28.8570156,28.8570156,28.8570156,28.8570156
12.41,5780.7856445,Inf,Inf,28.8572884,28.8572884,28.8572884,28.8572884,28.8572884
12.42,5780.7856445,Inf,Inf,28.8575058,28.8575058,28.8575058,28.8575058,28.8575058
12.43,5780.7861328,Inf,Inf,28.8577404,28.8577404,28.8577404,28.8577404,28.8577404
12.44,5780.7861328,Inf,Inf,28.8580456,28.8580456,28.8580456,28.8580456,28.8580456
12.45,5780.7861328,Inf,Inf,28.8584232,28.8584232,28.8584232,28.8584232,28.8584232
12.46,5780.7866211,Inf,Inf,28.8588028,28.8588028,28.8588028,28.8588028,28.8588028
12.47,5780.7871094,Inf,Inf,28.8591251,28.8591251,28.8591251,28.8591251,28.8591251
12.48,5780.7871094,Inf,Inf,28.8593979,28.8593979,28.8593979,28.8593979,28.8593979
12.49,5780.7871094,Inf,Inf,28.8596153,28.8596153,28.8596153,28.8596153,28.8596153
12.50,5780.7871094,Inf,Inf,28.8598328,28.8598328,28.8598328,28.8598328,28.8598328
12.51,5780.7871094,Inf,Inf,28.8600368,28.8600368,28.8600368,28.8600368,28.8600368
12.52,5780.7875977,Inf,Inf,28.8602161,28.8602161,28.8602161,28.8602161,28.8602161
12.53,5780.7880859,Inf,Inf,28.8604393,28.8604393,28.8604393,28.8604393,28.8604393
12.54,5780.7880859,Inf,Inf,28.8607559,28.8607559,28.8607559,28.8607559,28.8607559
12.55,5780.7880859,Inf,Inf,28.8612347,28.8612347,28.8612347,28.8612347,28.8612347
12.56,5780.7890625,Inf,Inf,28.8616791,28.8616791,28.8616791,28.8616791,28.8616791
12.57,5780.7890625,Inf,Inf,28.8620262,28.8620262,28.8620262,28.8620262,28.8620262
12.58,5780.7895508,Inf,Inf,28.8623352,28.8623352,28.8623352,28.8623352,28.8623352
12.59,5780.7895508,Inf,Inf,28.8626251,28.8626251,28.8626251,28.8626251,28.8626251
12.60,5780.7900391,Inf,Inf,28.8629322,28.8629322,28.8629322,28.8629322,28.8629322
12.61,5780.7900391,Inf,Inf,28.8632488,28.8632488,28.8632488,28.8632488,28.8632488
12.62,5780.7905273,Inf,Inf,28.8636169,28.8636169,28.8636169,28.8636169,28.8636169
12.64,5780.7910156,Inf,Inf,28.8639526,28.8639526,28.8639526,28.8639526,28.8639526
12.65,5780.7910156,Inf,Inf,28.8642426,28.8642426,28.8642426,28.8642426,28.8642426
12.66,5780.7910156,Inf,Inf,28.8645058,28.8645058,28.8645058,28.8645058,28.8645058
12.67,5780.7915039,Inf,Inf,28.8647194,28.8647194,28.8647194,28.8647194,28.8647194
12.68,5780.7919922,Inf,Inf,28.8648624,28.8648624,28.8648624,28.8648624,28.8648624
12.69,5780.7919922,Inf,Inf,28.8649769,28.8649769,28.8649769,28.8649769,28.8649769
12.70,5780.7919922,Inf,Inf,28.8650494,28.8650494,28.8650494,28.8650494,28.8650494
12.71,5780.7919922,Inf,Inf,28.8651104,28.8651104,28.8651104,28.8651104,28.8651104
12.72,5780.7919922,Inf,Inf,28.8651581,28.8651581,28.8651581,28.8651581,28.8651581
12.73,5780.7919922,Inf,Inf,28.8652134,28.8652134,28.8652134,28.8652134,28.8652134
12.74,5780.7919922,Inf,Inf,28.8652592,28.8652592,28.8652592,28.8652592,28.8652592
12.75,5780.7919922,Inf,Inf,28.8652992,28.8652992,28.8652992,28.8652992,28.8652992
12.76,5780.7919922,Inf,Inf,28.8653488,28.8653488,28.8653488,28.8653488,28.8653488
12.77,5780.7919922,Inf,Inf,28.8653812,28.8653812,28.8653812,28.8653812,28.8653812
12.78,5780.7919922,Inf,Inf,28.8654156,28.8654156,28.8654156,28.8654156,28.8654156
12.79,5780.7919922,Inf,Inf,28.8654747,28.8654747,28.8654747,28.8654747,28.8654747
