 Time (days),soilR,soilR1,soilR2,CSR(1),CSR(2),CSR(3),CSR(4),CSR(5)
337.81,5799.8251953,Inf,Inf,28.9032860,28.9032860,28.9032860,28.9032860,28.9032860
337.82,5799.8251953,Inf,Inf,28.9032860,28.9032860,28.9032860,28.9032860,28.9032860
337.83,5799.8251953,Inf,Inf,28.9032860,28.9032860,28.9032860,28.9032860,28.9032860
337.84,5799.8251953,Inf,Inf,28.9032898,28.9032898,28.9032898,28.9032898,28.9032898
337.85,5799.8251953,Inf,Inf,28.9032898,28.9032898,28.9032898,28.9032898,28.9032898
337.86,5799.8251953,Inf,Inf,28.9032917,28.9032917,28.9032917,28.9032917,28.9032917
337.88,5799.8251953,Inf,Inf,28.9032917,28.9032917,28.9032917,28.9032917,28.9032917
337.89,5799.8251953,Inf,Inf,28.9032917,28.9032917,28.9032917,28.9032917,28.9032917
337.90,5799.8251953,Inf,Inf,28.9032917,28.9032917,28.9032917,28.9032917,28.9032917
337.91,5799.8251953,Inf,Inf,28.9032955,28.9032955,28.9032955,28.9032955,28.9032955
337.92,5799.8251953,Inf,Inf,28.9032955,28.9032955,28.9032955,28.9032955,28.9032955
337.93,5799.8251953,Inf,Inf,28.9032955,28.9032955,28.9032955,28.9032955,28.9032955
337.94,5799.8251953,Inf,Inf,28.9032955,28.9032955,28.9032955,28.9032955,28.9032955
337.95,5799.8251953,Inf,Inf,28.9032955,28.9032955,28.9032955,28.9032955,28.9032955
337.96,5799.8251953,Inf,Inf,28.9032993,28.9032993,28.9032993,28.9032993,28.9032993
337.97,5799.8251953,Inf,Inf,28.9032993,28.9032993,28.9032993,28.9032993,28.9032993
337.98,5799.8251953,Inf,Inf,28.9032993,28.9032993,28.9032993,28.9032993,28.9032993
337.99,5799.8251953,Inf,Inf,28.9032993,28.9032993,28.9032993,28.9032993,28.9032993
338.00,5799.8251953,Inf,Inf,28.9033012,28.9033012,28.9033012,28.9033012,28.9033012
338.01,5822.0869141,Inf,Inf,29.0142403,29.0142403,29.0142403,29.0142403,29.0142403
338.02,5822.0869141,Inf,Inf,29.0142403,29.0142403,29.0142403,29.0142403,29.0142403
338.03,5822.0869141,Inf,Inf,29.0142441,29.0142441,29.0142441,29.0142441,29.0142441
338.04,5822.0869141,Inf,Inf,29.0142441,29.0142441,29.0142441,29.0142441,29.0142441
338.05,5822.0869141,Inf,Inf,29.0142441,29.0142441,29.0142441,29.0142441,29.0142441
338.06,5822.0869141,Inf,Inf,29.0142441,29.0142441,29.0142441,29.0142441,29.0142441
338.07,5822.0869141,Inf,Inf,29.0142441,29.0142441,29.0142441,29.0142441,29.0142441
338.08,5822.0869141,Inf,Inf,29.0142460,29.0142460,29.0142460,29.0142460,29.0142460
338.09,5822.0869141,Inf,Inf,29.0142498,29.0142498,29.0142498,29.0142498,29.0142498
338.10,5822.0869141,Inf,Inf,29.0142498,29.0142498,29.0142498,29.0142498,29.0142498
338.11,5822.0869141,Inf,Inf,29.0142498,29.0142498,29.0142498,29.0142498,29.0142498
338.12,5822.0869141,Inf,Inf,29.0142498,29.0142498,29.0142498,29.0142498,29.0142498
338.14,5822.0869141,Inf,Inf,29.0142498,29.0142498,29.0142498,29.0142498,29.0142498
338.15,5822.0869141,Inf,Inf,29.0142498,29.0142498,29.0142498,29.0142498,29.0142498
338.16,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.17,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.18,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.19,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.20,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.21,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.22,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.23,5822.0874023,Inf,Inf,29.0142555,29.0142555,29.0142555,29.0142555,29.0142555
338.24,5822.0874023,Inf,Inf,29.0142593,29.0142593,29.0142593,29.0142593,29.0142593
338.25,5822.0874023,Inf,Inf,29.0142593,29.0142593,29.0142593,29.0142593,29.0142593
338.26,5822.0874023,Inf,Inf,29.0142612,29.0142612,29.0142612,29.0142612,29.0142612
338.27,5822.0874023,Inf,Inf,29.0142612,29.0142612,29.0142612,29.0142612,29.0142612
338.28,5822.0874023,Inf,Inf,29.0142612,29.0142612,29.0142612,29.0142612,29.0142612
338.29,5822.0874023,Inf,Inf,29.0142612,29.0142612,29.0142612,29.0142612,29.0142612
338.30,5822.0874023,Inf,Inf,29.0142612,29.0142612,29.0142612,29.0142612,29.0142612
338.31,5822.0874023,Inf,Inf,29.0142651,29.0142651,29.0142651,29.0142651,29.0142651
338.32,5822.0874023,Inf,Inf,29.0142651,29.0142651,29.0142651,29.0142651,29.0142651
338.33,5822.0874023,Inf,Inf,29.0142651,29.0142651,29.0142651,29.0142651,29.0142651
338.34,5822.0874023,Inf,Inf,29.0142689,29.0142689,29.0142689,29.0142689,29.0142689
338.35,5822.0874023,Inf,Inf,29.0142689,29.0142689,29.0142689,29.0142689,29.0142689
338.36,5822.0878906,Inf,Inf,29.0142689,29.0142689,29.0142689,29.0142689,29.0142689
338.38,5822.0878906,Inf,Inf,29.0142689,29.0142689,29.0142689,29.0142689,29.0142689
338.39,5822.0878906,Inf,Inf,29.0142689,29.0142689,29.0142689,29.0142689,29.0142689
338.40,5822.0878906,Inf,Inf,29.0142689,29.0142689,29.0142689,29.0142689,29.0142689
338.41,5822.0878906,Inf,Inf,29.0142708,29.0142708,29.0142708,29.0142708,29.0142708
338.42,5822.0878906,Inf,Inf,29.0142708,29.0142708,29.0142708,29.0142708,29.0142708
338.43,5822.0878906,Inf,Inf,29.0142708,29.0142708,29.0142708,29.0142708,29.0142708
338.44,5822.0878906,Inf,Inf,29.0142708,29.0142708,29.0142708,29.0142708,29.0142708
338.45,5822.0878906,Inf,Inf,29.0142746,29.0142746,29.0142746,29.0142746,29.0142746
338.46,5822.0878906,Inf,Inf,29.0142746,29.0142746,29.0142746,29.0142746,29.0142746
338.47,5822.0878906,Inf,Inf,29.0142784,29.0142784,29.0142784,29.0142784,29.0142784
338.48,5822.0878906,Inf,Inf,29.0142784,29.0142784,29.0142784,29.0142784,29.0142784
338.49,5822.0878906,Inf,Inf,29.0142784,29.0142784,29.0142784,29.0142784,29.0142784
338.50,5822.0878906,Inf,Inf,29.0142784,29.0142784,29.0142784,29.0142784,29.0142784
338.51,5822.0878906,Inf,Inf,29.0142784,29.0142784,29.0142784,29.0142784,29.0142784
338.52,5822.0878906,Inf,Inf,29.0142784,29.0142784,29.0142784,29.0142784,29.0142784
338.53,5822.0878906,Inf,Inf,29.0142803,29.0142803,29.0142803,29.0142803,29.0142803
338.54,5822.0878906,Inf,Inf,29.0142803,29.0142803,29.0142803,29.0142803,29.0142803
338.55,5822.0878906,Inf,Inf,29.0142841,29.0142841,29.0142841,29.0142841,29.0142841
338.56,5822.0878906,Inf,Inf,29.0142841,29.0142841,29.0142841,29.0142841,29.0142841
338.57,5822.0878906,Inf,Inf,29.0142841,29.0142841,29.0142841,29.0142841,29.0142841
338.58,5822.0878906,Inf,Inf,29.0142879,29.0142879,29.0142879,29.0142879,29.0142879
338.59,5822.0878906,Inf,Inf,29.0142879,29.0142879,29.0142879,29.0142879,29.0142879
338.60,5822.0878906,Inf,Inf,29.0142879,29.0142879,29.0142879,29.0142879,29.0142879
338.61,5822.0878906,Inf,Inf,29.0142899,29.0142899,29.0142899,29.0142899,29.0142899
338.62,5822.0878906,Inf,Inf,29.0142899,29.0142899,29.0142899,29.0142899,29.0142899
338.64,5822.0878906,Inf,Inf,29.0142937,29.0142937,29.0142937,29.0142937,29.0142937
338.65,5822.0878906,Inf,Inf,29.0142937,29.0142937,29.0142937,29.0142937,29.0142937
338.66,5822.0878906,Inf,Inf,29.0142937,29.0142937,29.0142937,29.0142937,29.0142937
338.67,5822.0878906,Inf,Inf,29.0142937,29.0142937,29.0142937,29.0142937,29.0142937
338.68,5822.0878906,Inf,Inf,29.0142937,29.0142937,29.0142937,29.0142937,29.0142937
338.69,5822.0878906,Inf,Inf,29.0142975,29.0142975,29.0142975,29.0142975,29.0142975
338.70,5822.0878906,Inf,Inf,29.0142975,29.0142975,29.0142975,29.0142975,29.0142975
338.71,5822.0878906,Inf,Inf,29.0142975,29.0142975,29.0142975,29.0142975,29.0142975
338.72,5822.0878906,Inf,Inf,29.0142994,29.0142994,29.0142994,29.0142994,29.0142994
338.73,5822.0878906,Inf,Inf,29.0142994,29.0142994,29.0142994,29.0142994,29.0142994
338.74,5822.0878906,Inf,Inf,29.0142994,29.0142994,29.0142994,29.0142994,29.0142994
338.75,5822.0878906,Inf,Inf,29.0142994,29.0142994,29.0142994,29.0142994,29.0142994
338.76,5822.0878906,Inf,Inf,29.0142994,29.0142994,29.0142994,29.0142994,29.0142994
338.77,5822.0878906,Inf,Inf,29.0142994,29.0142994,29.0142994,29.0142994,29.0142994
338.78,5822.0878906,Inf,Inf,29.0143032,29.0143032,29.0143032,29.0143032,29.0143032
338.79,5822.0878906,Inf,Inf,29.0143032,29.0143032,29.0143032,29.0143032,29.0143032
338.80,5822.0878906,Inf,Inf,29.0143032,29.0143032,29.0143032,29.0143032,29.0143032
338.81,5822.0878906,Inf,Inf,29.0143032,29.0143032,29.0143032,29.0143032,29.0143032
338.82,5822.0878906,Inf,Inf,29.0143032,29.0143032,29.0143032,29.0143032,29.0143032
338.83,5822.0878906,Inf,Inf,29.0143032,29.0143032,29.0143032,29.0143032,29.0143032
338.84,5822.0878906,Inf,Inf,29.0143089,29.0143089,29.0143089,29.0143089,29.0143089
338.85,5822.0878906,Inf,Inf,29.0143089,29.0143089,29.0143089,29.0143089,29.0143089
338.86,5822.0878906,Inf,Inf,29.0143089,29.0143089,29.0143089,29.0143089,29.0143089
338.88,5822.0878906,Inf,Inf,29.0143089,29.0143089,29.0143089,29.0143089,29.0143089
338.89,5822.0878906,Inf,Inf,29.0143089,29.0143089,29.0143089,29.0143089,29.0143089
338.90,5822.0878906,Inf,Inf,29.0143089,29.0143089,29.0143089,29.0143089,29.0143089
338.91,5822.0878906,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.92,5822.0878906,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.93,5822.0878906,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.94,5822.0878906,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.95,5822.0883789,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.96,5822.0883789,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.97,5822.0883789,Inf,Inf,29.0143127,29.0143127,29.0143127,29.0143127,29.0143127
338.98,5822.0883789,Inf,Inf,29.0143147,29.0143147,29.0143147,29.0143147,29.0143147
338.99,5822.0883789,Inf,Inf,29.0143147,29.0143147,29.0143147,29.0143147,29.0143147
339.00,5822.0888672,Inf,Inf,29.0143185,29.0143185,29.0143185,29.0143185,29.0143185
339.01,5844.5239258,Inf,Inf,29.1261120,29.1261120,29.1261120,29.1261120,29.1261120
339.02,5844.5239258,Inf,Inf,29.1261120,29.1261120,29.1261120,29.1261120,29.1261120
339.03,5844.5239258,Inf,Inf,29.1261120,29.1261120,29.1261120,29.1261120,29.1261120
339.04,5844.5239258,Inf,Inf,29.1261158,29.1261158,29.1261158,29.1261158,29.1261158
339.05,5844.5239258,Inf,Inf,29.1261158,29.1261158,29.1261158,29.1261158,29.1261158
339.06,5844.5239258,Inf,Inf,29.1261158,29.1261158,29.1261158,29.1261158,29.1261158
339.07,5844.5239258,Inf,Inf,29.1261196,29.1261196,29.1261196,29.1261196,29.1261196
339.08,5844.5239258,Inf,Inf,29.1261196,29.1261196,29.1261196,29.1261196,29.1261196
339.09,5844.5239258,Inf,Inf,29.1261196,29.1261196,29.1261196,29.1261196,29.1261196
339.10,5844.5239258,Inf,Inf,29.1261196,29.1261196,29.1261196,29.1261196,29.1261196
339.11,5844.5239258,Inf,Inf,29.1261196,29.1261196,29.1261196,29.1261196,29.1261196
339.12,5844.5239258,Inf,Inf,29.1261215,29.1261215,29.1261215,29.1261215,29.1261215
339.14,5844.5239258,Inf,Inf,29.1261215,29.1261215,29.1261215,29.1261215,29.1261215
339.15,5844.5239258,Inf,Inf,29.1261215,29.1261215,29.1261215,29.1261215,29.1261215
339.16,5844.5239258,Inf,Inf,29.1261253,29.1261253,29.1261253,29.1261253,29.1261253
339.17,5844.5239258,Inf,Inf,29.1261253,29.1261253,29.1261253,29.1261253,29.1261253
339.18,5844.5239258,Inf,Inf,29.1261253,29.1261253,29.1261253,29.1261253,29.1261253
339.19,5844.5239258,Inf,Inf,29.1261253,29.1261253,29.1261253,29.1261253,29.1261253
339.20,5844.5239258,Inf,Inf,29.1261253,29.1261253,29.1261253,29.1261253,29.1261253
339.21,5844.5239258,Inf,Inf,29.1261292,29.1261292,29.1261292,29.1261292,29.1261292
339.22,5844.5239258,Inf,Inf,29.1261292,29.1261292,29.1261292,29.1261292,29.1261292
339.23,5844.5239258,Inf,Inf,29.1261292,29.1261292,29.1261292,29.1261292,29.1261292
339.24,5844.5239258,Inf,Inf,29.1261311,29.1261311,29.1261311,29.1261311,29.1261311
339.25,5844.5239258,Inf,Inf,29.1261311,29.1261311,29.1261311,29.1261311,29.1261311
339.26,5844.5244141,Inf,Inf,29.1261311,29.1261311,29.1261311,29.1261311,29.1261311
339.27,5844.5244141,Inf,Inf,29.1261311,29.1261311,29.1261311,29.1261311,29.1261311
339.28,5844.5244141,Inf,Inf,29.1261311,29.1261311,29.1261311,29.1261311,29.1261311
339.29,5844.5244141,Inf,Inf,29.1261311,29.1261311,29.1261311,29.1261311,29.1261311
339.30,5844.5244141,Inf,Inf,29.1261349,29.1261349,29.1261349,29.1261349,29.1261349
339.31,5844.5244141,Inf,Inf,29.1261349,29.1261349,29.1261349,29.1261349,29.1261349
339.32,5844.5244141,Inf,Inf,29.1261349,29.1261349,29.1261349,29.1261349,29.1261349
339.33,5844.5244141,Inf,Inf,29.1261349,29.1261349,29.1261349,29.1261349,29.1261349
339.34,5844.5244141,Inf,Inf,29.1261349,29.1261349,29.1261349,29.1261349,29.1261349
339.35,5844.5244141,Inf,Inf,29.1261349,29.1261349,29.1261349,29.1261349,29.1261349
339.36,5844.5244141,Inf,Inf,29.1261368,29.1261368,29.1261368,29.1261368,29.1261368
339.38,5844.5244141,Inf,Inf,29.1261368,29.1261368,29.1261368,29.1261368,29.1261368
339.39,5844.5244141,Inf,Inf,29.1261368,29.1261368,29.1261368,29.1261368,29.1261368
339.40,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.41,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.42,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.43,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.44,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.45,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.46,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.47,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.48,5844.5244141,Inf,Inf,29.1261406,29.1261406,29.1261406,29.1261406,29.1261406
339.49,5844.5244141,Inf,Inf,29.1261444,29.1261444,29.1261444,29.1261444,29.1261444
339.50,5844.5244141,Inf,Inf,29.1261444,29.1261444,29.1261444,29.1261444,29.1261444
339.51,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.52,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.53,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.54,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.55,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.56,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.57,5844.5244141,Inf,Inf,29.1261463,29.1261463,29.1261463,29.1261463,29.1261463
339.58,5844.5244141,Inf,Inf,29.1261501,29.1261501,29.1261501,29.1261501,29.1261501
339.59,5844.5244141,Inf,Inf,29.1261501,29.1261501,29.1261501,29.1261501,29.1261501
339.60,5844.5244141,Inf,Inf,29.1261501,29.1261501,29.1261501,29.1261501,29.1261501
339.61,5844.5244141,Inf,Inf,29.1261501,29.1261501,29.1261501,29.1261501,29.1261501
339.62,5844.5244141,Inf,Inf,29.1261501,29.1261501,29.1261501,29.1261501,29.1261501
339.64,5844.5244141,Inf,Inf,29.1261501,29.1261501,29.1261501,29.1261501,29.1261501
339.65,5844.5244141,Inf,Inf,29.1261539,29.1261539,29.1261539,29.1261539,29.1261539
339.66,5844.5244141,Inf,Inf,29.1261539,29.1261539,29.1261539,29.1261539,29.1261539
339.67,5844.5244141,Inf,Inf,29.1261559,29.1261559,29.1261559,29.1261559,29.1261559
339.68,5844.5244141,Inf,Inf,29.1261559,29.1261559,29.1261559,29.1261559,29.1261559
339.69,5844.5244141,Inf,Inf,29.1261559,29.1261559,29.1261559,29.1261559,29.1261559
339.70,5844.5244141,Inf,Inf,29.1261559,29.1261559,29.1261559,29.1261559,29.1261559
339.71,5844.5244141,Inf,Inf,29.1261559,29.1261559,29.1261559,29.1261559,29.1261559
339.72,5844.5244141,Inf,Inf,29.1261559,29.1261559,29.1261559,29.1261559,29.1261559
339.73,5844.5244141,Inf,Inf,29.1261597,29.1261597,29.1261597,29.1261597,29.1261597
339.74,5844.5244141,Inf,Inf,29.1261597,29.1261597,29.1261597,29.1261597,29.1261597
339.75,5844.5244141,Inf,Inf,29.1261635,29.1261635,29.1261635,29.1261635,29.1261635
339.76,5844.5244141,Inf,Inf,29.1261635,29.1261635,29.1261635,29.1261635,29.1261635
339.77,5844.5244141,Inf,Inf,29.1261635,29.1261635,29.1261635,29.1261635,29.1261635
339.78,5844.5244141,Inf,Inf,29.1261635,29.1261635,29.1261635,29.1261635,29.1261635
339.79,5844.5249023,Inf,Inf,29.1261654,29.1261654,29.1261654,29.1261654,29.1261654
339.80,5844.5249023,Inf,Inf,29.1261654,29.1261654,29.1261654,29.1261654,29.1261654
339.81,5844.5249023,Inf,Inf,29.1261654,29.1261654,29.1261654,29.1261654,29.1261654
339.82,5844.5249023,Inf,Inf,29.1261654,29.1261654,29.1261654,29.1261654,29.1261654
339.83,5844.5249023,Inf,Inf,29.1261654,29.1261654,29.1261654,29.1261654,29.1261654
339.84,5844.5249023,Inf,Inf,29.1261692,29.1261692,29.1261692,29.1261692,29.1261692
339.85,5844.5249023,Inf,Inf,29.1261692,29.1261692,29.1261692,29.1261692,29.1261692
339.86,5844.5249023,Inf,Inf,29.1261692,29.1261692,29.1261692,29.1261692,29.1261692
339.88,5844.5249023,Inf,Inf,29.1261730,29.1261730,29.1261730,29.1261730,29.1261730
339.89,5844.5253906,Inf,Inf,29.1261730,29.1261730,29.1261730,29.1261730,29.1261730
339.90,5844.5253906,Inf,Inf,29.1261730,29.1261730,29.1261730,29.1261730,29.1261730
339.91,5844.5253906,Inf,Inf,29.1261749,29.1261749,29.1261749,29.1261749,29.1261749
339.92,5844.5253906,Inf,Inf,29.1261749,29.1261749,29.1261749,29.1261749,29.1261749
339.93,5844.5253906,Inf,Inf,29.1261749,29.1261749,29.1261749,29.1261749,29.1261749
339.94,5844.5253906,Inf,Inf,29.1261749,29.1261749,29.1261749,29.1261749,29.1261749
339.95,5844.5253906,Inf,Inf,29.1261749,29.1261749,29.1261749,29.1261749,29.1261749
339.96,5844.5253906,Inf,Inf,29.1261787,29.1261787,29.1261787,29.1261787,29.1261787
339.97,5844.5253906,Inf,Inf,29.1261787,29.1261787,29.1261787,29.1261787,29.1261787
339.98,5844.5253906,Inf,Inf,29.1261787,29.1261787,29.1261787,29.1261787,29.1261787
339.99,5844.5253906,Inf,Inf,29.1261826,29.1261826,29.1261826,29.1261826,29.1261826
340.00,5844.5253906,Inf,Inf,29.1261826,29.1261826,29.1261826,29.1261826,29.1261826
340.01,5867.1279297,Inf,Inf,29.2388287,29.2388287,29.2388287,29.2388287,29.2388287
340.02,5867.1279297,Inf,Inf,29.2388287,29.2388287,29.2388287,29.2388287,29.2388287
340.03,5867.1279297,Inf,Inf,29.2388287,29.2388287,29.2388287,29.2388287,29.2388287
340.04,5867.1279297,Inf,Inf,29.2388325,29.2388325,29.2388325,29.2388325,29.2388325
340.05,5867.1279297,Inf,Inf,29.2388325,29.2388325,29.2388325,29.2388325,29.2388325
340.06,5867.1279297,Inf,Inf,29.2388325,29.2388325,29.2388325,29.2388325,29.2388325
340.07,5867.1279297,Inf,Inf,29.2388325,29.2388325,29.2388325,29.2388325,29.2388325
340.08,5867.1279297,Inf,Inf,29.2388344,29.2388344,29.2388344,29.2388344,29.2388344
340.09,5867.1279297,Inf,Inf,29.2388344,29.2388344,29.2388344,29.2388344,29.2388344
340.10,5867.1279297,Inf,Inf,29.2388344,29.2388344,29.2388344,29.2388344,29.2388344
340.11,5867.1279297,Inf,Inf,29.2388344,29.2388344,29.2388344,29.2388344,29.2388344
340.12,5867.1279297,Inf,Inf,29.2388344,29.2388344,29.2388344,29.2388344,29.2388344
340.14,5867.1279297,Inf,Inf,29.2388344,29.2388344,29.2388344,29.2388344,29.2388344
340.15,5867.1279297,Inf,Inf,29.2388382,29.2388382,29.2388382,29.2388382,29.2388382
340.16,5867.1279297,Inf,Inf,29.2388382,29.2388382,29.2388382,29.2388382,29.2388382
340.17,5867.1279297,Inf,Inf,29.2388382,29.2388382,29.2388382,29.2388382,29.2388382
340.18,5867.1279297,Inf,Inf,29.2388382,29.2388382,29.2388382,29.2388382,29.2388382
340.19,5867.1279297,Inf,Inf,29.2388382,29.2388382,29.2388382,29.2388382,29.2388382
340.20,5867.1279297,Inf,Inf,29.2388420,29.2388420,29.2388420,29.2388420,29.2388420
340.21,5867.1279297,Inf,Inf,29.2388420,29.2388420,29.2388420,29.2388420,29.2388420
340.22,5867.1279297,Inf,Inf,29.2388420,29.2388420,29.2388420,29.2388420,29.2388420
340.23,5867.1279297,Inf,Inf,29.2388439,29.2388439,29.2388439,29.2388439,29.2388439
340.24,5867.1279297,Inf,Inf,29.2388439,29.2388439,29.2388439,29.2388439,29.2388439
340.25,5867.1279297,Inf,Inf,29.2388439,29.2388439,29.2388439,29.2388439,29.2388439
340.26,5867.1279297,Inf,Inf,29.2388439,29.2388439,29.2388439,29.2388439,29.2388439
340.27,5867.1279297,Inf,Inf,29.2388439,29.2388439,29.2388439,29.2388439,29.2388439
340.28,5867.1279297,Inf,Inf,29.2388439,29.2388439,29.2388439,29.2388439,29.2388439
340.29,5867.1279297,Inf,Inf,29.2388477,29.2388477,29.2388477,29.2388477,29.2388477
340.30,5867.1279297,Inf,Inf,29.2388477,29.2388477,29.2388477,29.2388477,29.2388477
340.31,5867.1279297,Inf,Inf,29.2388477,29.2388477,29.2388477,29.2388477,29.2388477
340.32,5867.1279297,Inf,Inf,29.2388515,29.2388515,29.2388515,29.2388515,29.2388515
340.33,5867.1279297,Inf,Inf,29.2388515,29.2388515,29.2388515,29.2388515,29.2388515
340.34,5867.1279297,Inf,Inf,29.2388515,29.2388515,29.2388515,29.2388515,29.2388515
340.35,5867.1279297,Inf,Inf,29.2388515,29.2388515,29.2388515,29.2388515,29.2388515
340.36,5867.1279297,Inf,Inf,29.2388515,29.2388515,29.2388515,29.2388515,29.2388515
340.38,5867.1279297,Inf,Inf,29.2388515,29.2388515,29.2388515,29.2388515,29.2388515
340.39,5867.1279297,Inf,Inf,29.2388535,29.2388535,29.2388535,29.2388535,29.2388535
340.40,5867.1279297,Inf,Inf,29.2388535,29.2388535,29.2388535,29.2388535,29.2388535
340.41,5867.1279297,Inf,Inf,29.2388535,29.2388535,29.2388535,29.2388535,29.2388535
340.42,5867.1279297,Inf,Inf,29.2388535,29.2388535,29.2388535,29.2388535,29.2388535
340.43,5867.1279297,Inf,Inf,29.2388535,29.2388535,29.2388535,29.2388535,29.2388535
340.44,5867.1279297,Inf,Inf,29.2388535,29.2388535,29.2388535,29.2388535,29.2388535
340.45,5867.1284180,Inf,Inf,29.2388573,29.2388573,29.2388573,29.2388573,29.2388573
340.46,5867.1284180,Inf,Inf,29.2388573,29.2388573,29.2388573,29.2388573,29.2388573
340.47,5867.1284180,Inf,Inf,29.2388573,29.2388573,29.2388573,29.2388573,29.2388573
340.48,5867.1284180,Inf,Inf,29.2388611,29.2388611,29.2388611,29.2388611,29.2388611
340.49,5867.1284180,Inf,Inf,29.2388611,29.2388611,29.2388611,29.2388611,29.2388611
340.50,5867.1284180,Inf,Inf,29.2388611,29.2388611,29.2388611,29.2388611,29.2388611
340.51,5867.1284180,Inf,Inf,29.2388611,29.2388611,29.2388611,29.2388611,29.2388611
340.52,5867.1284180,Inf,Inf,29.2388630,29.2388630,29.2388630,29.2388630,29.2388630
340.53,5867.1284180,Inf,Inf,29.2388630,29.2388630,29.2388630,29.2388630,29.2388630
340.54,5867.1284180,Inf,Inf,29.2388668,29.2388668,29.2388668,29.2388668,29.2388668
340.55,5867.1284180,Inf,Inf,29.2388668,29.2388668,29.2388668,29.2388668,29.2388668
340.56,5867.1284180,Inf,Inf,29.2388668,29.2388668,29.2388668,29.2388668,29.2388668
340.57,5867.1284180,Inf,Inf,29.2388668,29.2388668,29.2388668,29.2388668,29.2388668
340.58,5867.1284180,Inf,Inf,29.2388706,29.2388706,29.2388706,29.2388706,29.2388706
340.59,5867.1284180,Inf,Inf,29.2388706,29.2388706,29.2388706,29.2388706,29.2388706
340.60,5867.1284180,Inf,Inf,29.2388725,29.2388725,29.2388725,29.2388725,29.2388725
340.61,5867.1284180,Inf,Inf,29.2388763,29.2388763,29.2388763,29.2388763,29.2388763
340.62,5867.1284180,Inf,Inf,29.2388763,29.2388763,29.2388763,29.2388763,29.2388763
340.64,5867.1284180,Inf,Inf,29.2388802,29.2388802,29.2388802,29.2388802,29.2388802
340.65,5867.1284180,Inf,Inf,29.2388821,29.2388821,29.2388821,29.2388821,29.2388821
340.66,5867.1289062,Inf,Inf,29.2388821,29.2388821,29.2388821,29.2388821,29.2388821
340.67,5867.1289062,Inf,Inf,29.2388859,29.2388859,29.2388859,29.2388859,29.2388859
340.68,5867.1289062,Inf,Inf,29.2388859,29.2388859,29.2388859,29.2388859,29.2388859
340.69,5867.1289062,Inf,Inf,29.2388859,29.2388859,29.2388859,29.2388859,29.2388859
340.70,5867.1289062,Inf,Inf,29.2388859,29.2388859,29.2388859,29.2388859,29.2388859
340.71,5867.1289062,Inf,Inf,29.2388897,29.2388897,29.2388897,29.2388897,29.2388897
340.72,5867.1289062,Inf,Inf,29.2388916,29.2388916,29.2388916,29.2388916,29.2388916
340.73,5867.1289062,Inf,Inf,29.2388954,29.2388954,29.2388954,29.2388954,29.2388954
340.74,5867.1289062,Inf,Inf,29.2388954,29.2388954,29.2388954,29.2388954,29.2388954
340.75,5867.1289062,Inf,Inf,29.2388954,29.2388954,29.2388954,29.2388954,29.2388954
340.76,5867.1289062,Inf,Inf,29.2388954,29.2388954,29.2388954,29.2388954,29.2388954
