1.00,.0000000,.0000000,.0000000
1.01,.0000000,.0000000,.0000000
1.02,.0000000,.0000000,.0000000
1.03,.0000000,.0000000,.0000000
1.04,.0000000,.0000000,.0000000
1.05,.0000000,.0000000,.0000000
1.06,.0000000,.0000000,.0000000
1.07,.0000000,.0000000,.0000000
1.08,.0000000,.0000000,.0000000
1.09,.0000000,.0000000,.0000000
1.10,.0000000,.0000000,.0000000
1.11,.0000000,.0000000,.0000000
1.12,.0000000,.0000000,.0000000
1.14,.0000000,.0000000,.0000000
1.15,.0000000,.0000000,.0000000
1.16,.0000000,.0000000,.0000000
1.17,.0000000,.0000000,.0000000
1.18,.0000000,.0000000,.0000000
1.19,.0000000,.0000000,.0000000
1.20,.0000000,.0000000,.0000000
1.21,.0000000,.0000000,.0000000
1.22,.0000000,.0000000,.0000000
1.23,.0000000,.0000000,.0000000
1.24,.0000000,.0000000,.0000000
1.25,.0000000,.0000000,.0000000
1.26,.0000000,.0000000,.0000000
1.27,.0000000,.0000000,.0000000
1.28,.0000000,.0000000,.0000000
1.29,.0000000,.0000000,.0000000
1.30,.0000000,.0000000,.0000000
1.31,.0000000,.0000000,.0000000
1.32,.0000000,.0000000,.0000000
1.33,.0000000,.0000000,.0000000
1.34,.0000000,.0000000,.0000000
1.35,.0000000,.0000000,.0000000
1.36,.0000000,.0000000,.0000000
1.38,.0000000,.0000000,.0000000
1.39,.0000000,.0000000,.0000000
1.40,.0000000,.0000000,.0000000
1.41,.0000000,.0000000,.0000000
1.42,.0000000,.0000000,.0000000
1.43,.0000000,.0000000,.0000000
1.44,.0000000,.0000000,.0000000
1.45,.0000000,.0000000,.0000000
1.46,.0000000,.0000000,.0000000
1.47,.0000000,.0000000,.0000000
1.48,.0000000,.0000000,.0000000
1.49,.0000000,.0000000,.0000000
1.50,.0000000,.0000000,.0000000
1.51,.0000000,.0000000,.0000000
1.52,.0000000,.0000000,.0000000
1.53,.0000000,.0000000,.0000000
1.54,.0000000,.0000000,.0000000
1.55,.0000000,.0000000,.0000000
1.56,.0000000,.0000000,.0000000
1.57,.0000000,.0000000,.0000000
1.58,.0000000,.0000000,.0000000
1.59,.0000000,.0000000,.0000000
1.60,.0000000,.0000000,.0000000
1.61,.0000000,.0000000,.0000000
1.62,.0000000,.0000000,.0000000
1.64,.0000000,.0000000,.0000000
