"iota","gplant","rootresist","minlwp","root_leaf_ratio"
1.001918,2.96,50.31,-2.338,0.43
1.001281,2.43,75,-2.194,0.755
1.003142,2.844,90.39,-2.43,0.73
1.001212,2.478,98.52,-2.222,0.882
1.00143,3.505,59.11,-1.76,0.689
1.001448,3.693,53.79,-1.654,0.692
1.001097,1.942,90.03,-2.432,0.884
1.00068,3.071,49.63,-1.903,0.415
1.004959,3.575,76.72,-2.156,0.647
1.004196,1.832,45.75,-2.446,0.763
1.00318,2.924,57.25,-2.024,0.725
1.001562,1.866,37.95,-2.369,0.605
1.001166,3.622,45.35,-1.978,0.364
1.001459,3.732,71,-1.942,0.629
1.003392,2.881,41.86,-1.807,0.759
1.000934,3.427,60.36,-1.975,0.472
1.003012,3.725,59.13,-2.062,0.577
1.000975,2.614,55.86,-1.751,0.858
1.004481,3.163,64.8,-1.998,0.727
1.000623,2.4,63.86,-2.249,0.462
1.001739,3.289,57.31,-1.938,0.631
1.002468,3.231,68.71,-2.335,0.569
1.000646,1.593,35.09,-2.293,0.581
1.003536,2.854,54.61,-2.155,0.639
1.001226,2.14,47.63,-2.146,0.669
1.001205,3.149,71.29,-1.831,0.786
1.003466,3.397,40.73,-1.817,0.61
1.001227,2.462,51.95,-2.209,0.522
1.003291,2.976,77.02,-1.988,0.888
1.00235,3.027,66.98,-2.058,0.744
1.002295,3.471,94.02,-2.287,0.712
1.003155,2.973,60.81,-2.223,0.628
1.000615,2.774,47.69,-1.8,0.507
1.001125,3.174,86.19,-1.922,0.808
1.001073,3.099,86.84,-1.901,0.841
1.001232,3.023,78.96,-2.234,0.59
1.001138,2.552,88.09,-2.208,0.775
1.003618,3.262,41.2,-1.851,0.62
1.001949,3.67,50.58,-1.858,0.582
1.00053,2.224,52.46,-2.031,0.523
1.000677,2.548,104.95,-2.33,0.672
1.003473,2.425,41.29,-2.32,0.554
1.003937,2.427,48.37,-2.267,0.638
1.000691,2.011,54.88,-2.247,0.553
1.001974,2.834,80.06,-2.494,0.607
1.003745,3.732,50.75,-2.121,0.497
1.002824,3.581,44.4,-1.799,0.625
1.002285,3.577,55.45,-1.665,0.826
1.000654,1.895,69.12,-2.321,0.68
1.000589,2.615,62.31,-2.032,0.513
1.004473,3.371,66.01,-1.872,0.791
1.00186,3.308,71.43,-2.455,0.488
1.00422,1.863,37.64,-2.37,0.741
1.000584,2.818,77.73,-2.046,0.574
1.000591,2.021,37.03,-2.079,0.449
1.001633,2.549,102.27,-2.362,0.854
1.000534,2.928,101.86,-2.111,0.654
1.002214,3.211,104.7,-2.232,0.85
1.001235,2.652,46.81,-2.183,0.445
1.002434,3.45,86.17,-1.963,0.875
1.001289,3.178,39.02,-2.141,0.317
1.001489,3.329,80.92,-2.34,0.552
1.002355,2.943,97.07,-2.464,0.736
1.001601,2.832,63.99,-2.303,0.55
1.001916,2.807,61.87,-2.04,0.749
1.001118,2.343,37.54,-1.84,0.729
1.000577,2.044,69.76,-2.122,0.744
1.003428,3.647,80.28,-2.251,0.652
1.000865,2.054,36.69,-2.457,0.313
1.000645,3.108,62.45,-1.729,0.644
1.003285,3.501,37.29,-1.783,0.591
1.000828,1.639,39.32,-2.406,0.582
1.001011,2.938,35.12,-1.668,0.565
1.004707,2.757,72.83,-2.18,0.788
1.001752,2.539,92.51,-2.388,0.795
1.000584,2.669,57.78,-1.696,0.759
1.000789,2.271,40.69,-2.233,0.373
1.000913,3.179,76.75,-1.993,0.633
1.000735,2.145,55.09,-1.93,0.829
1.002959,3.498,41.58,-1.563,0.829
1.00323,2.193,73.96,-2.396,0.862
1.001695,3.611,100.32,-2.262,0.708
1.001747,2.302,82.84,-2.477,0.753
1.001149,3.078,100.37,-2.016,0.881
1.000698,2.991,98.3,-2.316,0.569
1.00478,2.165,39.85,-2.3,0.655
1.00489,2.772,77.8,-2.411,0.688
1.00498,2.994,78.66,-2.296,0.71
1.003647,3.524,69.62,-1.761,0.899
1.0006,2.387,67.64,-1.875,0.81
1.001341,2.535,99.12,-2.379,0.793
1.003383,3.214,74.15,-2.186,0.715
1.002397,3.485,35.21,-1.842,0.515
1.004228,3.485,56.25,-1.753,0.799
1.000971,3.329,56.48,-2.222,0.367
1.004579,2.673,76.02,-2.282,0.781
1.004281,3.708,73.61,-2.003,0.73
1.000867,2.595,55.05,-2.017,0.57
1.00059,2.726,37.12,-1.65,0.537
1.000757,3.667,60.12,-2.089,0.375
1.0016,2.289,84.8,-2.33,0.873
1.000966,2.256,96.1,-2.344,0.824
1.003026,3.061,91.87,-2.277,0.815
1.000527,2.703,90.96,-2.08,0.663
1.001199,2.78,72.67,-2.24,0.604
1.000808,3.42,75.49,-1.688,0.806
1.002069,3.175,39.19,-1.978,0.515
1.000558,2.08,58.92,-2.28,0.497
1.003513,3.597,60.75,-1.71,0.87
1.001113,3.346,66.04,-2.188,0.471
1.000678,3.027,65.5,-2.379,0.352
1.00071,1.564,41.61,-2.309,0.771
1.003744,2.054,38.97,-2.204,0.817
1.004433,2.777,40.69,-1.98,0.681
1.004307,2.583,66.57,-2.101,0.887
1.001193,3.275,58.8,-1.693,0.79
1.000953,2.526,57.43,-1.831,0.851
1.00239,3.684,60.03,-1.766,0.796
1.001481,3.253,93.04,-2.107,0.797
1.000576,2.864,80.45,-2.472,0.398
1.001477,3.541,68.19,-2.261,0.491
1.001287,3.308,35.46,-1.719,0.507
1.000692,2.762,79.44,-1.969,0.723
1.002284,3.176,84.63,-2.496,0.629
1.000652,2.739,39.56,-1.599,0.671
1.000517,1.602,56.73,-2.478,0.595
1.003649,1.967,58.08,-2.389,0.897
1.000997,3.619,68.87,-1.564,0.898
1.000745,3.126,54.87,-1.601,0.756
1.001898,2.319,41.21,-2.105,0.702
1.001583,2.863,36.67,-2.057,0.453
1.003256,3.201,56.16,-2.062,0.68
1.001025,2.945,40.96,-2.167,0.333
1.000584,3.522,66.17,-2.372,0.307
1.004041,3.511,36.85,-1.505,0.861
1.002079,2.99,39.55,-1.807,0.705
1.001385,2.784,97.57,-2.453,0.696
1.00051,3.478,78.31,-2.233,0.395
1.004375,2.249,67.86,-2.339,0.87
1.001659,2.176,57.52,-2.142,0.892
1.004845,2.611,66.41,-2.386,0.702
1.00132,2.919,45.21,-2.098,0.459
1.001142,2.854,49.58,-2.226,0.414
1.00096,2.947,68.55,-2.36,0.448
1.003493,3.569,36.04,-2.022,0.47
1.001891,2.229,47.18,-2.178,0.758
1.002697,2.469,44.72,-1.975,0.87
1.002061,2.384,59.55,-2.275,0.751
1.001731,3.321,70.39,-2.04,0.705
1.001955,1.987,41.22,-2.385,0.671
1.000691,1.796,71.28,-2.392,0.765
1.002238,2.839,57.69,-2.456,0.528
1.001015,3.11,54.29,-2.307,0.363
1.004564,3.359,66.79,-1.892,0.849
1.001027,2.392,51.62,-1.837,0.898
1.002479,2.691,95.42,-2.457,0.827
1.000679,3.417,64.72,-1.618,0.738
1.001651,3.345,84.81,-2.066,0.783
1.000625,2.503,91.56,-2.409,0.567
1.003697,3.442,47.63,-1.95,0.639
1.001591,2.811,86.74,-2.189,0.828
1.001063,3.122,39.33,-1.508,0.808
1.000671,3.012,71.57,-1.661,0.888
1.00166,3.208,73.63,-2.338,0.574
1.001174,2.449,85.79,-2.34,0.746
1.003598,3.581,61.22,-2.321,0.551
1.000532,2.502,61.6,-2.417,0.353
1.001437,1.721,48.37,-2.49,0.771
1.000687,3.347,72.52,-1.789,0.673
1.001354,1.961,50.74,-2.355,0.713
1.000757,3.138,87.26,-2.014,0.687
1.001069,2.483,37.8,-1.76,0.775
1.00054,2.253,61.71,-1.918,0.768
1.00055,3.267,71.65,-1.754,0.656
1.001406,2.972,40.17,-2.085,0.43
1.00091,1.899,44.27,-2.484,0.46
1.001216,2.387,42.04,-2.041,0.619
1.002483,2.64,51.22,-2.39,0.575
1.001514,3.664,50.97,-1.51,0.887
1.001045,1.91,47.45,-2.359,0.625
1.001161,2.537,82.23,-2.493,0.596
1.001304,3.48,59.72,-2.158,0.467
1.000782,3.043,84.03,-2.158,0.6
1.001214,2.818,57.88,-2.49,0.391
1.001422,3.432,75.61,-2.121,0.636
1.002244,2.643,60.82,-2.405,0.628
1.003147,2.863,37.34,-1.863,0.75
1.004927,3.59,48.58,-1.715,0.799
1.001147,3.456,80.69,-2.084,0.637
1.00105,3.151,64.59,-1.991,0.604
1.001606,2.382,73.02,-2.264,0.824
1.000818,3.263,104.7,-2.064,0.773
1.002943,3.529,65.35,-1.893,0.817
1.004149,2.388,40.61,-2.229,0.682
1.000929,2.212,82.27,-2.434,0.683
1.002428,3.03,73.93,-2.407,0.653
1.000775,2.791,42.58,-1.629,0.733
1.003821,1.979,35.31,-2.404,0.708
1.000919,1.691,59.31,-2.41,0.845
1.002205,2.9,87.7,-2.331,0.796
1.001294,2.592,80.15,-2.083,0.896
1.00084,3.414,47.19,-1.801,0.474
1.002013,2.97,87.62,-2.231,0.825
1.004586,3.639,46.01,-1.633,0.833
1.002092,2.319,56.46,-2.295,0.755
1.002591,3.369,63,-1.818,0.887
1.004992,3.061,102.23,-2.353,0.882
1.003104,2.824,54.09,-2.097,0.756
1.000598,3.631,92.23,-2.304,0.466
1.000868,3.299,75.79,-1.862,0.721
1.001454,3.303,42.13,-1.936,0.489
1.004889,3.412,94.33,-2.346,0.771
1.001615,3.692,42.18,-1.83,0.518
1.001176,2.305,93,-2.33,0.884
1.001649,3.4,98.91,-2.163,0.818
1.001309,2.282,35.14,-2.31,0.419
1.00081,3.515,92.57,-1.996,0.694
1.002948,2.751,64.86,-2.201,0.796
1.002213,2.649,51.54,-2.213,0.667
1.001935,3.375,83.42,-2.489,0.593
1.001543,3.205,65.4,-2.112,0.629
1.000575,3.428,58.5,-1.691,0.574
1.002721,3.149,68.02,-2.365,0.634
1.001912,3.325,104.96,-2.209,0.873
1.003332,3.322,37.97,-2.409,0.39
1.000842,2.959,100.8,-2.346,0.641
1.004825,2.875,90.11,-2.472,0.783
1.000692,3.366,97.59,-2.461,0.485
1.003452,3.226,46.04,-2.454,0.452
1.002407,3.241,57.52,-1.969,0.75
1.002278,3.441,47.24,-2.08,0.544
1.001771,2.986,88.34,-2.499,0.657
1.001149,2.891,64.82,-2.182,0.571
1.002673,2.836,48.28,-1.977,0.785
1.001356,2.486,50.96,-1.938,0.832
1.000526,1.932,54.09,-2.06,0.752
1.002676,3.226,37.17,-2.329,0.4
1.002853,3.225,80.18,-2.317,0.737
1.000895,2.649,94.17,-2.393,0.655
1.000737,3.264,104.1,-2.401,0.567
1.003802,3.303,67.34,-2.267,0.676
1.000714,3.427,47.44,-1.527,0.674
1.000507,2.261,75.61,-2.203,0.623
1.0048,3.194,57.05,-2.225,0.644
1.003344,2.729,43.44,-2.166,0.662
1.002711,2.681,78.96,-2.412,0.792
1.004762,2.878,35.45,-2.31,0.488
1.003789,2.77,70.94,-2.491,0.692
1.001643,3.194,52.85,-1.757,0.817
1.004963,2.873,67.3,-2.103,0.895
1.00366,2.664,73.38,-2.392,0.782
1.001115,2.774,50.36,-2.109,0.517
1.002277,3.149,104.72,-2.491,0.787
1.001388,1.971,64.27,-2.432,0.809
1.000944,3.67,38,-1.586,0.522
1.002723,2.942,61.55,-2.306,0.67
1.000788,2.306,42.37,-2.029,0.556
1.00374,2.83,78.42,-2.388,0.78
1.000667,2.917,83.82,-2.436,0.47
1.001562,3.159,46.55,-1.645,0.868
1.00093,2.275,57.89,-2.032,0.807
1.000538,3.141,61.21,-1.925,0.487
1.003404,3.632,43.4,-2.393,0.421
1.001807,3.317,101.24,-2.396,0.747
1.000869,2.441,75.7,-2.354,0.606
1.000541,3.567,41.08,-1.632,0.418
1.003191,3.207,79.17,-2.337,0.74
1.000661,2.22,40.27,-2.359,0.33
1.004188,3.699,87.09,-2.008,0.89
1.000868,2.963,49.65,-1.826,0.601
1.002024,3.026,73.46,-2.124,0.804
1.000544,3.711,66.66,-2.26,0.334
1.002073,3.08,50.45,-1.854,0.8
1.00057,1.763,76.84,-2.354,0.845
1.000547,2.142,35.84,-1.955,0.513
1.00065,3.516,55.75,-2.267,0.306
1.004536,3.138,60.07,-2.287,0.656
1.002664,3.652,78.33,-2.494,0.595
1.002249,3.604,36.28,-1.819,0.569
1.002855,2.207,49.35,-2.459,0.716
1.000509,3.631,81.2,-2.198,0.431
1.001392,3.378,51.93,-1.691,0.784
1.002947,2.494,39.85,-2.241,0.66
1.001589,2.321,39.41,-1.967,0.825
1.003223,2.09,44.02,-2.29,0.869
1.000677,3.685,72.52,-2.451,0.344
1.001929,2.968,47.05,-1.965,0.696
1.002309,2.967,37.88,-2.319,0.44
1.00138,3.271,35.96,-1.843,0.493
1.001154,3.222,63.67,-1.903,0.698
1.000667,3.039,41.54,-1.63,0.595
1.003171,3.232,38.28,-1.969,0.623
1.000747,3.719,44.97,-1.644,0.502
1.002002,3.372,39.85,-2.104,0.464
1.002852,3.125,44.83,-1.76,0.882
1.002728,3.656,53.04,-2.41,0.471
1.000753,2.991,95.86,-1.967,0.863
1.001503,3.33,51.31,-2.167,0.476
1.000993,1.703,40.15,-2.323,0.782
1.003226,3.418,38.22,-1.968,0.591
1.00133,2.273,81.68,-2.344,0.867
1.003963,3.173,84.98,-2.163,0.892
1.004574,3.052,72.6,-2.439,0.699
1.00053,2.314,66.43,-2.39,0.453
1.001125,2.924,87.83,-2.031,0.884
1.004801,2.659,68.63,-2.45,0.755
1.00065,3.629,81.41,-1.84,0.673
1.00107,2.844,86.67,-2.215,0.734
1.000599,3.612,78.02,-1.916,0.582
1.000501,2.693,46.04,-1.706,0.615
1.000737,3.539,100.36,-2.391,0.536
1.001,2.624,44.28,-1.836,0.718
1.003027,3.698,103.41,-2.48,0.761
1.001159,2.96,92.02,-2.135,0.831
1.000711,2.099,48.7,-2.438,0.42
1.001996,3.558,98.02,-2.36,0.751
1.001832,3.299,36.68,-1.648,0.755
1.001694,2.961,40.11,-2.291,0.413
1.001539,2.497,53.5,-2.28,0.628
1.000978,3.706,56.24,-1.851,0.542
1.000585,2.262,43.66,-1.783,0.794
1.000706,2.288,51.44,-2.248,0.485
1.002049,3.09,58.07,-1.86,0.887
1.004001,3.436,45.65,-1.979,0.67
1.00123,2.624,38.13,-1.987,0.566
1.001348,3.028,60.17,-1.875,0.803
1.002776,3.106,54.19,-2.242,0.639
1.000735,2.873,40.77,-1.535,0.826
1.001622,3.523,55.13,-1.762,0.772
1.000664,2.281,49.76,-1.897,0.763
1.001236,3.595,45.08,-1.873,0.494
1.002251,3.552,89.34,-2.148,0.839
1.002308,2.745,73.1,-2.252,0.839
1.000733,3.28,79.18,-1.824,0.777
1.001087,3.471,51.47,-2.184,0.39
1.00086,2.549,46.07,-2.254,0.413
1.001418,3.081,87.99,-2.151,0.82
1.004381,3.116,38.01,-2.123,0.59
1.001369,2.746,44.4,-1.877,0.738
1.001076,2.913,104.35,-2.215,0.858
1.001494,3.143,39.82,-2.189,0.398
1.004845,3.292,46.7,-1.792,0.886
1.000661,2.352,36.66,-1.838,0.615
1.000614,3.486,69.46,-1.84,0.594
1.004638,2.88,71.92,-2.263,0.844
1.003542,3.6,98.27,-2.192,0.897
1.00344,2.668,56.77,-2.351,0.728
1.000888,3.223,59.81,-2.229,0.428
1.00269,3.18,48.42,-1.906,0.786
1.001688,2.66,75.26,-2.175,0.871
1.003509,2.139,55.71,-2.437,0.862
1.001837,2.907,45.01,-2.097,0.6
1.004615,2.66,50.24,-2.381,0.674
1.001361,2.391,44.14,-2.061,0.72
1.000911,1.925,35.56,-1.997,0.899
1.001724,3.019,37.62,-2.236,0.415
1.004024,3.133,80.88,-2.414,0.764
1.002045,3.168,91.25,-2.265,0.838
1.003829,3.255,85.61,-2.449,0.756
1.004523,3.187,72.24,-2.172,0.832
1.001682,2.873,36.35,-2.102,0.496
1.000645,2.898,98.51,-2.27,0.653
1.001014,2.13,74.08,-2.477,0.704
1.00152,3.455,68.88,-1.828,0.86
1.00076,3.616,77.7,-1.701,0.822
1.002708,2.002,44.23,-2.411,0.845
1.0026,2.343,40.31,-2.316,0.688
1.001651,2.579,39.65,-1.866,0.84
1.001038,3.554,73.21,-1.851,0.748
1.001439,2.336,38.05,-1.938,0.834
1.000985,2.923,51.28,-2.097,0.499
1.001064,2.171,58.74,-2.11,0.892
1.002284,2.917,35.2,-2.34,0.438
1.0008,1.852,35.82,-2.062,0.842
1.004566,2.203,35.39,-2.25,0.835
1.000606,2.268,86.8,-2.283,0.741
1.002516,3.7,92.51,-2.148,0.87
1.001615,3.005,42.58,-2.268,0.442
1.000918,3.736,44.47,-1.748,0.489
1.001646,2.847,55.52,-2.145,0.669
1.000811,1.969,70.9,-2.299,0.854
1.000825,2.699,57.49,-1.866,0.765
1.003704,3.052,60.76,-2.299,0.717
1.000592,3.069,97.8,-2.147,0.676
1.000949,3.099,47.13,-1.738,0.675
1.001876,3.537,50.32,-2.126,0.534
1.000974,2.109,71.79,-2.258,0.878
1.000698,3.691,93.85,-1.841,0.798
1.002926,3.433,51.75,-2.183,0.621
1.002234,3.152,45.83,-2.084,0.628
1.003989,2.541,81.51,-2.47,0.891
1.001745,2.569,60.01,-2.186,0.791
1.002376,3.29,56.29,-2.01,0.756
1.001181,2.654,45.61,-1.828,0.819
1.004824,3.03,69.43,-2.439,0.733
1.001238,3.675,61.32,-1.879,0.652
1.000745,1.776,60.11,-2.359,0.818
1.001909,3.349,50.83,-2.176,0.549
1.003505,3.723,44.66,-2.32,0.491
1.001026,2.545,73.7,-2.351,0.642
1.003283,3.183,35.37,-1.92,0.683
1.000915,3.07,46.48,-1.685,0.726
1.003622,2.678,49.75,-2.418,0.663
1.000797,3.3,64.32,-1.705,0.791
1.000757,2.864,63.09,-1.882,0.723
1.001601,1.912,38.16,-2.442,0.675
1.001987,3.629,98.95,-2.335,0.785
1.003884,3.036,43.67,-2.23,0.633
1.001022,2.588,59.63,-1.948,0.839
1.001266,2.139,36.03,-2.156,0.675
1.002531,3.64,36.26,-2.011,0.52
1.000969,2.889,72.78,-2.249,0.601
1.00175,2.427,37.44,-2.342,0.521
1.004212,3.011,44.16,-2.097,0.724
1.002091,2.746,58.58,-2.369,0.665
1.001394,3.482,75.68,-2.396,0.545
1.000791,2.134,54.36,-2.391,0.535
1.0039,3.042,48.65,-2.337,0.63
1.003946,3.15,73.59,-2.487,0.718
1.001137,3.192,85.99,-2.466,0.567
1.003329,2.685,61.09,-2.46,0.736
1.000589,3.251,67.49,-1.716,0.744
1.004743,3.724,35.08,-2.36,0.443
1.000997,3.636,52.65,-2.136,0.406
1.002154,3.339,41.78,-1.883,0.685
1.001732,2.408,37.75,-1.938,0.874
1.00496,2.854,71.79,-2.342,0.883
1.001217,3.627,48.13,-1.643,0.732
1.003135,3.437,37.71,-1.753,0.789
1.001165,2.789,48.78,-1.781,0.861
1.001101,1.908,44.01,-2.348,0.712
1.00098,2.461,63.25,-2.122,0.759
1.000764,2.624,52.93,-1.901,0.704
1.000949,2.529,61.58,-2.132,0.696
1.001136,2.848,42.69,-1.867,0.661
1.004003,2.937,68.83,-2.244,0.86
1.000581,3.506,95.99,-1.869,0.795
1.000753,2.026,57.78,-2.223,0.757
1.001991,2.657,62.73,-2.295,0.765
1.000875,3.417,65.06,-2.282,0.439
1.000893,2.225,51.89,-2.098,0.755
1.00067,3.126,87.98,-2.257,0.582
1.000862,3.233,66.4,-2.327,0.448
1.004214,3.749,77.99,-2.276,0.769
1.004041,3.361,43.36,-2.082,0.666
1.000968,3.514,104.78,-2.219,0.736
1.00177,2.935,41.99,-1.897,0.741
1.003564,3.114,91.32,-2.39,0.883
1.002004,2.91,62.5,-2.209,0.753
1.00074,2.137,56.91,-2.409,0.536
1.000973,2.743,89.84,-2.299,0.746
1.002066,3.059,41.2,-2.37,0.459
1.004723,2.638,41.39,-2.499,0.616
1.00246,3.603,68.01,-1.954,0.863
1.003336,3.142,74.37,-2.371,0.788
1.001259,2.167,55.1,-2.285,0.778
1.000911,2.876,82.53,-2.324,0.628
1.001591,3.338,38.55,-2.402,0.326
1.004212,2.987,39.51,-1.928,0.833
1.001721,3.022,50.71,-2.032,0.699
1.003012,2.845,75.96,-2.482,0.797
1.001838,2.51,69.99,-2.326,0.841
1.003299,2.924,45.53,-2.249,0.68
1.00091,3.178,67.27,-2.444,0.431
1.000569,2.972,59.31,-2.147,0.438
1.001816,3.318,75.54,-2.263,0.715
1.001449,3.486,35.85,-1.563,0.767
1.004535,3.729,37.15,-2.397,0.465
1.000881,2.07,41.66,-2.002,0.87
1.000905,3.169,68.4,-2.299,0.497
1.001042,2.126,62.14,-2.32,0.782
1.000731,2.501,38.3,-2.108,0.423
1.001889,3.29,49.93,-1.801,0.842
1.00051,2.716,67.41,-2.368,0.421
1.001146,1.758,41.32,-2.382,0.82
1.000854,3.696,104.69,-2.127,0.746
1.000636,2.023,55.27,-2.389,0.554
1.00179,3.684,52.87,-1.812,0.755
1.00466,2.877,47.29,-2.254,0.749
1.001463,2.202,38.63,-2.08,0.831
1.000584,2.719,47.18,-1.748,0.683
1.00472,3.415,83.49,-2.492,0.785
1.001461,1.945,53.89,-2.465,0.814
1.001392,3.678,51.8,-2.138,0.477
1.002133,3.612,45.54,-2.332,0.458
1.001592,3.708,97.17,-2.2,0.816
1.002856,3.678,64.99,-2.121,0.762
1.000963,2.556,93.84,-2.256,0.884
1.001179,1.971,41.42,-2.48,0.58
1.001592,2.579,68.66,-2.187,0.884
1.001035,2.064,44.99,-2.396,0.584
1.002141,3.085,48.66,-2.211,0.624
1.001249,3.132,66.68,-2.33,0.553
1.00064,3.572,44.02,-1.815,0.42
1.004396,3.462,48.75,-2.1,0.72
1.000661,3.681,53.72,-1.518,0.751
1.00138,2.273,57.86,-2.218,0.856
1.003523,2.56,36.03,-2.109,0.823
1.000903,2.554,41.24,-2.341,0.379
1.002388,2.874,60.07,-2.247,0.781
1.004848,2.82,52.46,-2.255,0.839
1.001211,3.159,58.64,-1.929,0.733
1.000643,3.227,52.9,-2.235,0.355
1.002973,3.174,49.13,-2.056,0.777
1.001126,2.153,37.73,-2.198,0.646
1.000921,2.683,94.59,-2.296,0.806
1.002688,3.035,36.88,-2.008,0.7
1.002464,3.645,77.1,-2.478,0.663
1.00394,3.584,98.09,-2.423,0.866
1.001563,3.565,47.04,-1.71,0.78
1.000718,1.882,43.01,-2.119,0.849
1.001086,2.812,60.43,-2.089,0.69
1.000965,3.494,101.71,-2.355,0.663
1.001471,2.989,60.15,-2.48,0.51
1.000515,2.275,85.24,-2.096,0.886
1.001083,2.892,61.17,-2.154,0.625
1.000743,2.365,48.52,-1.859,0.863
1.000566,3.014,101.33,-2.139,0.747
1.004719,3.237,52.67,-2.22,0.757
1.004018,3.299,44.66,-1.963,0.804
1.000819,3.447,99.54,-2.187,0.714
1.001357,3.111,76.1,-2.057,0.846
1.00092,3.396,65.71,-2.254,0.485
1.002312,3.184,70.45,-2.466,0.681
1.000697,3.052,45.85,-1.66,0.708
1.001892,3.697,59.64,-1.981,0.728
1.00161,3.079,75.35,-2.066,0.893
1.003632,3.652,54.48,-2.019,0.785
1.000949,2.09,35.39,-1.972,0.874
1.001402,2.438,52.29,-2.325,0.659
1.000977,1.862,54.06,-2.38,0.83
1.001274,2.884,64.06,-2.196,0.684
1.000845,3.658,67.36,-2.094,0.524
1.000978,2.984,42.1,-1.922,0.551
1.001517,3.54,61.65,-2.329,0.525
1.00466,3.609,43.43,-1.797,0.884
1.004194,2.306,52.61,-2.5,0.859
1.001809,2.126,41.63,-2.315,0.793
1.004517,3.542,51.5,-1.984,0.83
1.001386,3.152,39.95,-2.32,0.376
1.000605,3.653,73.86,-2.155,0.48
1.000539,3.54,54.8,-1.502,0.771
1.001008,2.265,45.29,-1.986,0.87
1.000921,3.671,92.68,-2.123,0.709
1.001211,1.851,41.08,-2.349,0.817
1.003207,2.351,54.49,-2.438,0.874
1.000575,1.948,71.01,-2.383,0.737
1.000971,2.113,64.74,-2.373,0.774
1.001491,3.286,89.95,-2.307,0.777
1.001901,2.004,44.86,-2.409,0.852
1.001173,3.631,69.83,-2.133,0.605
1.001932,2.53,41.38,-2.074,0.817
1.000793,3.357,61.08,-2.214,0.452
1.000846,2.246,41.02,-2.226,0.531
1.003938,3.476,55.18,-2.393,0.657
1.00102,3.62,79.97,-2.236,0.593
1.000684,2.101,40.48,-2.192,0.556
1.002813,3.326,40.47,-2.351,0.529
1.001464,2.495,54.55,-2.234,0.753
1.000646,2.568,87.63,-2.08,0.882
1.001104,3.335,81.71,-2.124,0.743
1.00056,3.232,58.26,-2.299,0.36
1.001241,3.557,46.52,-2.403,0.342
1.000932,2.219,76.49,-2.417,0.783
1.000733,3.477,90.88,-2.205,0.631
1.002519,3.691,40.31,-2.406,0.445
1.000817,2.305,44.95,-1.955,0.802
1.000684,2.223,81.21,-2.499,0.665
1.001777,2.841,74.7,-2.306,0.828
1.002044,3.366,36.23,-2.031,0.565
1.000561,3.455,101.96,-2.494,0.519
1.003131,3.451,95.68,-2.44,0.889
1.004443,3.659,50.09,-1.971,0.828
1.001416,3.427,90.04,-2.095,0.891
1.000523,2.951,80.67,-2.079,0.652
1.000542,2.996,65.09,-1.77,0.771
1.003142,3.707,55.39,-2.121,0.741
1.000693,3.011,52.06,-1.895,0.592
1.001918,2.915,59.37,-2.155,0.811
1.000526,3.585,54.88,-1.508,0.762
1.000816,3.155,48.42,-1.765,0.674
1.00074,2.48,72.85,-2.309,0.66
1.002766,3.563,38.74,-2.115,0.594
1.000517,2.778,53,-1.654,0.845
1.000539,3.675,56.37,-1.642,0.629
1.004534,3.016,40.26,-2.026,0.876
1.004737,2.712,39.68,-2.431,0.719
1.001359,3.457,70.46,-2.236,0.637
1.001147,2.966,57.69,-2.444,0.47
1.001589,2.126,44.46,-2.304,0.823
1.000827,2.54,53.32,-2.289,0.52
1.004714,2.713,44.72,-2.442,0.762
1.001178,2.346,57.31,-2.25,0.781
1.000816,2.511,37.24,-2.054,0.513
1.000519,3.199,76.84,-2.105,0.564
1.00258,3.575,55.89,-1.934,0.861
1.00271,3.211,55.22,-2.23,0.751
1.00295,2.815,60.22,-2.404,0.804
1.001012,3.001,58.21,-2.322,0.499
1.000895,2.341,55.48,-2.237,0.681
1.001837,2.349,52.71,-2.425,0.756
1.000643,2.905,90.7,-2.081,0.811
1.002285,3.539,89.18,-2.251,0.896
1.000612,3.193,60.06,-1.609,0.887
1.001711,3.186,58.47,-2.433,0.564
1.000861,3.703,97.9,-2.412,0.596
1.000882,2.355,53.99,-2.069,0.806
1.003335,2.933,35.4,-2.368,0.605
1.002792,3.364,62.85,-2.118,0.863
1.000629,3.224,62.19,-1.975,0.572
1.002251,3.043,55.2,-2.063,0.867
1.00268,2.913,51.71,-2.106,0.886
1.000504,3.397,60.81,-1.754,0.629
1.001158,3.607,54,-2.444,0.382
1.001121,2.982,37.26,-1.996,0.517
1.000723,2.861,54.57,-1.858,0.73
1.001468,2.792,58.23,-2.495,0.566
1.004859,3.297,66.71,-2.37,0.874
1.000774,3.521,53.22,-1.969,0.5
1.000576,2.142,53.4,-2.017,0.839
1.001765,3.658,90.97,-2.365,0.771
1.004899,3.511,53.55,-2.214,0.82
1.00087,3.589,40.18,-1.581,0.673
1.000542,3.584,87.57,-1.895,0.74
1.001032,3.024,36.83,-1.877,0.567
1.001404,3.652,86.94,-2.074,0.863
1.002344,2.53,65.86,-2.473,0.858
1.003551,2.987,43.31,-2.165,0.811
1.000611,3.302,88.83,-2.31,0.57
1.000979,3.116,42.72,-1.608,0.889
1.000506,2.82,70.02,-1.962,0.7
1.001762,2.603,48.98,-2.19,0.791
1.000672,2.227,57.37,-2.429,0.535
1.000862,2.521,73.01,-2.112,0.877
1.000576,1.887,50.26,-2.266,0.725
