time,T.air,CO2.ppm,wspd,RAD,VPD,PAR,rain,year,sort
104.95,8.28,380,2.31,0,0.22,0,0,2011,1
104.96,8.42,380,2.11,0,0.23,0,0,2011,1
104.97,8.46,380,1.89,0,0.23,0,0,2011,1
104.98,8.25,380,2.21,0,0.21,0,0,2011,1
104.99,8.08,380,2.45,0,0.19,0,0,2011,1
105,7.98,380,2.62,0,0.18,0,0,2011,1
105.01,7.85,380,2.76,0,0.17,0,0,2011,1
105.02,7.85,380,3.04,0,0.17,0,0,2011,1
105.03,7.83,380,2.73,0,0.17,0,0,2011,1
105.04,7.73,380,1.97,0,0.16,0,0,2011,1
105.05,7.66,380,1.87,0,0.16,0,0,2011,1
105.06,7.42,380,2.17,0,0.15,0,0,2011,1
105.07,7.16,380,2.75,0,0.16,0,0,2011,1
105.08,6.86,380,2.18,0,0.2,0,0,2011,1
105.09,6.53,380,2.23,0,0.22,0,0,2011,1
105.1,6.37,380,0.94,0,0.22,0,0,2011,1
105.11,6.32,380,2.02,0,0.19,0,0,2011,1
105.12,6.12,380,1.53,0,0.16,0,0,2011,1
105.14,5.67,380,1.67,0,0.15,0,0,2011,1
105.15,5.23,380,0.57,0.02,0.14,0.05,0,2011,1
105.16,5.06,380,0.66,0,0.14,0,0,2011,1
105.17,5.07,380,0.7,0,0.14,0,0,2011,1
105.18,5.05,380,1,0,0.13,0,0,2011,1
105.19,4.92,380,0.6,0.02,0.14,0.05,0,2011,1
105.2,4.58,380,0.49,0.04,0.13,0.1,0,2011,1
105.21,4.2,380,0.77,0.02,0.12,0.05,0,2011,1
105.22,4.2,380,1.06,0.88,0.15,2.03,0,2011,1
105.23,4.29,380,0.62,6.64,0.18,15.28,0,2011,1
105.24,4.35,380,1.02,20.59,0.19,47.36,0,2011,1
105.25,4.67,380,1.47,36.41,0.22,83.74,0,2011,1
105.26,5.23,380,0.97,48.07,0.25,110.56,0,2011,1
105.27,5.76,380,0.32,57.37,0.28,131.95,0,2011,1
105.28,5.91,380,0.12,64.23,0.3,147.73,0,2011,1
105.29,5.84,380,0.62,70.83,0.29,162.91,0,2011,1
105.3,5.78,380,0.51,84.6,0.28,194.58,0,2011,1
105.31,6.04,380,0.04,120.5,0.29,277.15,0,2011,1
105.32,6.5,380,0.14,210.8,0.29,484.84,0,2011,1
105.33,6.9,380,0.38,190.6,0.29,438.38,0,2011,1
105.34,7.29,380,0.19,377.8,0.3,868.94,0,2011,1
105.35,7.68,380,0.62,413.1,0.29,950.13,0,2011,1
105.36,8.04,380,0.7,442.8,0.29,1018.44,0,2011,1
105.38,8.65,380,0.53,498.1,0.32,1145.63,0,2011,1
105.39,9.12,380,0.62,557,0.38,1281.1,0,2011,1
105.4,9.64,380,0.64,604.5,0.46,1390.35,0,2011,1
105.41,10.18,380,0.92,657.7,0.5,1512.71,0,2011,1
105.42,10.45,380,0.91,697.9,0.56,1605.17,0,2011,1
105.43,10.85,380,1.02,716,0.62,1646.8,0,2011,1
105.44,10.98,380,1.13,740.7,0.64,1703.61,0,2011,1
105.45,10.5,380,1.46,743.6,0.58,1710.28,0,2011,1
105.46,11.02,380,1.65,867,0.59,1994.1,0,2011,1
105.47,10.55,380,1.39,696.8,0.56,1602.64,0,2011,1
105.48,10.74,380,1.62,666.9,0.56,1533.87,0,2011,1
105.49,11.17,380,1.73,934,0.59,2148.2,0,2011,1
105.5,11.38,380,2.02,843,0.58,1938.9,0,2011,1
105.51,11.16,380,2.58,710.8,0.57,1634.84,0,2011,1
105.52,10.5,380,1.38,287.3,0.48,660.79,0,2011,1
105.53,10.41,380,1.77,383.4,0.45,881.82,0,2011,1
105.54,10.46,380,1.81,461.6,0.44,1061.68,0,2011,1
105.55,10.79,380,1.48,435.5,0.47,1001.65,0,2011,1
105.56,11.3,380,1.53,867,0.51,1994.1,0,2011,1
105.57,11.36,380,1.84,780.5,0.52,1795.15,0,2011,1
105.58,11.28,380,1.64,693.6,0.51,1595.28,0,2011,1
105.59,11.22,380,1.32,643.1,0.49,1479.13,0,2011,1
105.6,11.64,380,1.33,737,0.52,1695.1,0,2011,1
105.61,11.39,380,1.44,753.6,0.51,1733.28,0,2011,1
105.62,11.33,380,1.8,720.4,0.5,1656.92,0,2011,1
105.64,11.85,380,1.54,677.5,0.54,1558.25,0,2011,1
105.65,11.49,380,1.39,621.2,0.5,1428.76,0,2011,1
105.66,11.49,380,1.5,590.9,0.5,1359.07,0,2011,1
105.67,11.22,380,1.63,552.5,0.47,1270.75,0,2011,1
105.68,11.07,380,2.21,497.3,0.45,1143.79,0,2011,1
105.69,10.37,380,2.8,449.8,0.38,1034.54,0,2011,1
105.7,10.46,380,1.8,396.9,0.35,912.87,0,2011,1
105.71,9.46,380,2.65,316,0.27,726.8,0,2011,1
105.72,8.71,380,3.37,283.8,0.22,652.74,0,2011,1
105.73,8.25,380,4.07,231.3,0.18,531.99,0,2011,1
105.74,7.61,380,4.4,186.1,0.15,428.03,0,2011,1
105.75,7.14,380,5.27,126.8,0.14,291.64,0,2011,1
105.76,6.86,380,5.09,72.69,0.14,167.19,0,2011,1
105.77,6.52,380,4.5,21.45,0.13,49.33,0,2011,1
105.78,6.3,380,4.09,4.38,0.13,10.08,0,2011,1
105.79,5.98,380,4.56,0.32,0.13,0.74,0,2011,1
105.8,5.83,380,4.37,0.02,0.13,0.05,0,2011,1
105.81,5.81,380,4.49,0.02,0.16,0.05,0,2011,1
105.82,5.85,380,3.34,0,0.14,0,0,2011,1
105.83,5.93,380,2.96,0,0.11,0,0,2011,1
105.84,6.03,380,2.82,0,0.09,0,0,2011,1
105.85,5.99,380,2.67,0,0.07,0,0,2011,1
105.86,5.9,380,2.77,0,0.09,0,0,2011,1
105.88,5.86,380,1.96,0,0.1,0,0,2011,1
105.89,5.78,380,1.94,0,0.09,0,0,2011,1
105.9,5.81,380,2.4,0,0.09,0,0,2011,1
105.91,5.75,380,2.04,0,0.09,0,0,2011,1
105.92,5.73,380,2.48,0,0.09,0,0,2011,1
105.93,5.67,380,3.1,0,0.08,0,0.1,2011,1
105.94,5.54,380,2.67,0,0.09,0,0.1,2011,1
105.95,5.47,380,3.01,0,0.11,0,0,2011,1
105.96,5.32,380,2.92,0,0.13,0,0,2011,1
105.97,5.2,380,3.2,0,0.15,0,0,2011,1
105.98,5.23,380,2.88,0.02,0.16,0.05,0,2011,1
105.99,5.37,380,2.85,0,0.15,0,0,2011,1
106,5.42,380,2.27,0,0.13,0,0,2011,1
106.01,5.52,380,2.29,0,0.13,0,0,2011,1
106.02,5.56,380,2.82,0,0.16,0,0,2011,1
106.03,5.57,380,3.07,0,0.18,0,0,2011,1
106.04,5.57,380,3.04,0,0.19,0,0,2011,1
106.05,5.54,380,2.9,0.02,0.18,0.05,0,2011,1
106.06,5.49,380,2.42,0,0.17,0,0,2011,1
106.07,5.52,380,2.25,0,0.17,0,0,2011,1
106.08,5.59,380,1.98,0,0.18,0,0,2011,1
106.09,5.64,380,1.79,0,0.18,0,0,2011,1
106.1,5.68,380,2.37,0,0.2,0,0.1,2011,1
106.11,5.7,380,2.35,0,0.21,0,0,2011,1
106.12,5.64,380,2.68,0.02,0.2,0.05,0,2011,1
106.14,5.63,380,2.45,0,0.2,0,0,2011,1
106.15,5.61,380,2.31,0,0.21,0,0,2011,1
106.16,5.63,380,2.23,0,0.22,0,0,2011,1
106.17,5.76,380,1.32,0,0.22,0,0,2011,1
106.18,5.79,380,0.36,0,0.23,0,0,2011,1
106.19,5.75,380,0.35,0,0.22,0,0,2011,1
106.2,5.93,380,0.57,0,0.24,0,0,2011,1
106.21,5.83,380,0.23,0,0.22,0,0,2011,1
106.22,5.68,380,0.28,0,0.21,0,0,2011,1
106.23,5.65,380,1.59,1.05,0.2,2.42,0,2011,1
106.24,5.78,380,1.76,2.75,0.21,6.33,0,2011,1
106.25,5.88,380,1.25,8.4,0.2,19.32,0,2011,1
106.26,6.12,380,0.56,13.95,0.22,32.08,0,2011,1
106.27,6.41,380,0.81,24.76,0.26,56.95,0,2011,1
106.28,6.58,380,0.64,57.97,0.28,133.33,0,2011,1
106.29,6.76,380,1.01,81.9,0.3,188.37,0,2011,1
106.3,6.8,380,0.55,71,0.28,163.3,0,2011,1
106.31,6.89,380,0.67,67.58,0.3,155.43,0,2011,1
106.32,7.11,380,0.6,92,0.32,211.6,0,2011,1
106.33,7.3,380,0.77,100,0.31,230,0,2011,1
106.34,7.61,380,0.6,159.4,0.31,366.62,0,2011,1
106.35,8.01,380,0.87,219.4,0.34,504.62,0,2011,1
106.36,8.29,380,1.23,304.5,0.35,700.35,0,2011,1
106.38,8.59,380,1.19,316.7,0.37,728.41,0,2011,1
106.39,8.95,380,1.58,487.9,0.41,1122.17,0,2011,1
106.4,9.69,380,1.18,604.2,0.47,1389.66,0,2011,1
106.41,9.7,380,1.89,789.9,0.5,1816.77,0,2011,1
106.42,9.81,380,1.2,394.5,0.5,907.35,0,2011,1
106.43,9.75,380,1.45,423,0.5,972.9,0,2011,1
106.44,10.17,380,1.64,612.6,0.55,1408.98,0,2011,1
106.45,10.13,380,1.27,391.3,0.53,899.99,0,2011,1
106.46,10.15,380,0.82,358.9,0.53,825.47,0,2011,1
106.47,10.45,380,0.98,356.7,0.54,820.41,0,2011,1
106.48,10.27,380,1.18,314.4,0.54,723.12,0,2011,1
106.49,10.17,380,1.39,261.7,0.51,601.91,0,2011,1
106.5,10.44,380,1.02,283.8,0.5,652.74,0,2011,1
106.51,10.5,380,1.22,345.4,0.47,794.42,0,2011,1
106.52,10.45,380,1.41,199.3,0.39,458.39,0,2011,1
106.53,10.1,380,0.96,288.8,0.38,664.24,0,2011,1
106.54,10.52,380,1.26,395.1,0.4,908.73,0,2011,1
106.55,10.16,380,1.44,296.6,0.36,682.18,0,2011,1
106.56,10.56,380,1.09,262,0.39,602.6,0,2011,1
106.57,10.72,380,0.82,269.3,0.43,619.39,0,2011,1
106.58,11.3,380,0.87,482.9,0.5,1110.67,0,2011,1
106.59,11.69,380,0.94,358.5,0.51,824.55,0,2011,1
106.6,11.32,380,1.06,290.5,0.48,668.15,0,2011,1
106.61,11.25,380,0.95,393.3,0.44,904.59,0,2011,1
106.62,11.18,380,1.17,291.2,0.4,669.76,0,2011,1
106.64,10.97,380,1.27,533.2,0.39,1226.36,0,2011,1
106.65,11.41,380,1.77,632,0.44,1453.6,0,2011,1
106.66,11.59,380,1.39,595.9,0.46,1370.57,0,2011,1
106.67,11.67,380,1.41,554.7,0.49,1275.81,0,2011,1
106.68,11.68,380,0.99,500.8,0.49,1151.84,0,2011,1
106.69,11.32,380,1.34,452,0.48,1039.6,0,2011,1
106.7,11.15,380,1.45,402.2,0.46,925.06,0,2011,1
106.71,10.97,380,1.24,347.6,0.44,799.48,0,2011,1
106.72,11.03,380,0.94,295.5,0.45,679.65,0,2011,1
106.73,10.74,380,0.97,241.2,0.42,554.76,0,2011,1
106.74,10.62,380,1.01,187.3,0.43,430.79,0,2011,1
106.75,10.17,380,0.67,130.3,0.43,299.69,0,2011,1
106.76,9.2,380,1.47,72.5,0.43,166.75,0,2011,1
106.77,8.14,380,2.39,16.01,0.4,36.82,0,2011,1
106.78,7.83,380,3.27,4.19,0.43,9.64,0,2011,1
106.79,7.8,380,3.75,0.39,0.46,0.89,0,2011,1
106.8,7.86,380,4.03,0,0.48,0,0,2011,1
106.81,7.72,380,3.56,0,0.48,0,0,2011,1
106.82,7.62,380,3.3,0,0.47,0,0,2011,1
106.83,7.57,380,3.39,0,0.47,0,0,2011,1
106.84,7.73,380,3.35,0,0.49,0,0,2011,1
106.85,7.8,380,3.14,0,0.49,0,0,2011,1
106.86,7.48,380,2.81,0,0.46,0,0,2011,1
106.88,7.33,380,2.24,0,0.45,0,0,2011,1
106.89,7.3,380,2.29,0,0.46,0,0,2011,1
106.9,7.43,380,2.86,0,0.47,0,0,2011,1
106.91,7.2,380,2.11,0,0.43,0,0,2011,1
106.92,7.16,380,2.26,0,0.43,0,0,2011,1
106.93,7.15,380,2.32,0,0.42,0,0,2011,1
106.94,6.87,380,1.7,0,0.38,0,0,2011,1
106.95,6.75,380,1.92,0,0.36,0,0,2011,1
106.96,6.62,380,2.19,0,0.34,0,0,2011,1
106.97,6.35,380,2.25,0,0.3,0,0,2011,1
106.98,6.24,380,2.18,0,0.29,0,0,2011,1
106.99,6.21,380,2.75,0,0.29,0,0,2011,1
107,6.24,380,2.62,0,0.29,0,0,2011,1
107.01,6.34,380,2.27,0,0.31,0,0,2011,1
107.02,6.66,380,1.91,0,0.38,0,0,2011,1
107.03,7.05,380,2.4,0,0.44,0,0,2011,1
107.04,7.19,380,3.29,0,0.47,0,0,2011,1
107.05,7.21,380,3.72,0,0.48,0,0,2011,1
107.06,7.47,380,3.7,0,0.52,0,0,2011,1
107.07,7.52,380,3.7,0,0.53,0,0,2011,1
107.08,7.55,380,3.73,0,0.54,0,0,2011,1
107.09,7.74,380,4.17,0,0.57,0,0,2011,1
107.1,8,380,4.12,0,0.59,0,0,2011,1
107.11,8.05,380,4.24,0,0.6,0,0,2011,1
107.12,8.2,380,3.57,0,0.59,0,0,2011,1
107.14,8.45,380,2.67,0,0.59,0,0,2011,1
107.15,8.69,380,2.16,0,0.59,0,0,2011,1
107.16,8.82,380,1.66,0,0.59,0,0,2011,1
107.17,8.95,380,0.74,0,0.57,0,0,2011,1
107.18,9.01,380,0.6,0,0.55,0,0,2011,1
107.19,8.92,380,0.17,0,0.53,0,0,2011,1
107.2,8.59,380,1.32,0,0.51,0,0,2011,1
107.21,8.33,380,1.67,0.02,0.49,0.05,0,2011,1
107.22,8.53,380,1.43,1.61,0.52,3.71,0,2011,1
107.23,8.6,380,1.52,7.65,0.53,17.6,0,2011,1
107.24,8.69,380,1.38,16.49,0.53,37.93,0,2011,1
107.25,8.93,380,1.35,23.88,0.54,54.92,0,2011,1
107.26,9.01,380,1.4,30.09,0.54,69.21,0,2011,1
107.27,8.94,380,1.66,35.88,0.55,82.52,0,2011,1
107.28,9.13,380,2,40.95,0.59,94.19,0,2011,1
107.29,9.29,380,1.7,44.78,0.6,102.99,0,2011,1
107.3,9.5,380,1.8,53.37,0.61,122.75,0,2011,1
107.31,9.78,380,2.36,276.8,0.64,636.64,0,2011,1
107.32,10.1,380,1.55,331.7,0.64,762.91,0,2011,1
107.33,10.47,380,0.76,378.5,0.65,870.55,0,2011,1
107.34,10.74,380,0.66,430.9,0.66,991.07,0,2011,1
107.35,10.74,380,0.66,478.8,0.67,1101.24,0,2011,1
107.36,10.79,380,1.09,526.5,0.66,1210.95,0,2011,1
107.38,10.99,380,0.94,573.4,0.61,1318.82,0,2011,1
107.39,11.08,380,1.25,645.8,0.62,1485.34,0,2011,1
107.4,11.07,380,1.45,666.9,0.61,1533.87,0,2011,1
107.41,11.34,380,1.23,549,0.63,1262.7,0,2011,1
107.42,11.79,380,1.52,841,0.65,1934.3,0,2011,1
107.43,12.05,380,1.61,967,0.64,2224.1,0,2011,1
107.44,11.98,380,1.1,523.3,0.62,1203.59,0,2011,1
107.45,11.96,380,1.03,362.7,0.59,834.21,0,2011,1
107.46,11.94,380,1.53,603.4,0.54,1387.82,0,2011,1
107.47,12.83,380,1.67,896,0.62,2060.8,0,2011,1
107.48,12.62,380,2.48,1007,0.62,2316.1,0,2011,1
107.49,12.81,380,1.5,1057,0.66,2431.1,0,2011,1
107.5,13.65,380,1.6,1020,0.77,2346,0,2011,1
107.51,13.36,380,1.57,1010,0.73,2323,0,2011,1
107.52,13.52,380,1.13,1013,0.76,2329.9,0,2011,1
107.53,13.57,380,1.36,978,0.75,2249.4,0,2011,1
107.54,13.74,380,1.35,945,0.75,2173.5,0,2011,1
107.55,13.47,380,1.58,918,0.73,2111.4,0,2011,1
107.56,13.2,380,1.59,901,0.7,2072.3,0,2011,1
107.57,13.56,380,1.51,876,0.76,2014.8,0,2011,1
107.58,13.71,380,1.14,857,0.76,1971.1,0,2011,1
107.59,14.12,380,1.08,837,0.82,1925.1,0,2011,1
107.6,13.5,380,1.66,807,0.76,1856.1,0,2011,1
107.61,13.5,380,1.47,776.4,0.73,1785.72,0,2011,1
107.62,13.76,380,1.2,741.5,0.74,1705.45,0,2011,1
107.64,13.81,380,1.25,712.2,0.77,1638.06,0,2011,1
107.65,13.41,380,1.34,671.8,0.74,1545.14,0,2011,1
107.66,13.26,380,1.43,628.5,0.7,1445.55,0,2011,1
107.67,13.34,380,1.25,585.6,0.68,1346.88,0,2011,1
107.68,12.69,380,1.38,538.8,0.62,1239.24,0,2011,1
107.69,12.34,380,1.57,488.9,0.61,1124.47,0,2011,1
107.7,11.9,380,1.74,437.3,0.55,1005.79,0,2011,1
107.71,11.68,380,1.59,385.6,0.55,886.88,0,2011,1
107.72,11.35,380,1.48,332.3,0.53,764.29,0,2011,1
107.73,11.25,380,1.29,276.8,0.54,636.64,0,2011,1
107.74,10.83,380,1.07,217.4,0.55,500.02,0,2011,1
107.75,10.64,380,0.76,159.2,0.55,366.16,0,2011,1
107.76,9.95,380,1.01,97.9,0.51,225.17,0,2011,1
107.77,8.69,380,1.02,16.35,0.43,37.6,0,2011,1
107.78,8.05,380,1.58,5.72,0.41,13.15,0,2011,1
107.79,7.7,380,1.3,0.75,0.4,1.73,0,2011,1
107.8,7.41,380,1.15,0,0.4,0,0,2011,1
107.81,7.28,380,0.98,0,0.41,0,0,2011,1
107.82,7.28,380,1.62,0,0.42,0,0,2011,1
107.83,7.26,380,1.38,0,0.43,0,0,2011,1
107.84,7.23,380,1.3,0,0.44,0,0,2011,1
107.85,7.14,380,1.32,0,0.43,0,0,2011,1
107.86,7.1,380,1.35,0,0.45,0,0,2011,1
107.88,7.04,380,1.09,0,0.48,0,0,2011,1
107.89,7.08,380,1.23,0,0.54,0,0,2011,1
107.9,7.07,380,0.98,0,0.58,0,0,2011,1
107.91,6.95,380,0.95,0,0.59,0,0,2011,1
107.92,7,380,1.32,0,0.59,0,0,2011,1
107.93,6.91,380,1.34,0,0.55,0,0,2011,1
107.94,6.97,380,1.76,0,0.53,0,0,2011,1
107.95,6.84,380,1.8,0,0.49,0,0,2011,1
107.96,6.69,380,2.33,0,0.49,0,0,2011,1
107.97,6.62,380,2.53,0,0.48,0,0,2011,1
107.98,6.54,380,2.19,0,0.44,0,0,2011,1
107.99,6.39,380,1.7,0,0.43,0,0,2011,1
108,6.37,380,2.15,0,0.43,0,0,2011,1
108.01,6.27,380,2,0,0.42,0,0,2011,1
108.02,6.05,380,1.23,0,0.37,0,0,2011,1
108.03,5.89,380,0.83,0,0.31,0,0,2011,1
108.04,5.71,380,0.24,0,0.27,0,0,2011,1
108.05,5.73,380,0.36,0,0.27,0,0,2011,1
108.06,5.74,380,0.4,0,0.28,0,0,2011,1
108.07,5.8,380,0.52,0,0.29,0,0,2011,1
108.08,5.83,380,0.4,0,0.3,0,0,2011,1
108.09,5.86,380,0.68,0,0.31,0,0,2011,1
108.1,5.9,380,0.65,0,0.32,0,0,2011,1
108.11,5.67,380,0.4,0,0.3,0,0,2011,1
108.12,5.67,380,0.46,0,0.3,0,0,2011,1
108.14,5.75,380,0.76,0,0.29,0,0,2011,1
108.15,5.62,380,0.49,0,0.26,0,0,2011,1
108.16,5.38,380,0.18,0,0.24,0,0,2011,1
108.17,5.22,380,0.33,0,0.23,0,0,2011,1
108.18,5.12,380,0.4,0,0.23,0,0,2011,1
108.19,5.2,380,0.38,0,0.23,0,0,2011,1
108.2,5.04,380,0.37,0,0.23,0,0,2011,1
108.21,5.03,380,0.62,0.09,0.23,0.2,0,2011,1
108.22,4.95,380,0.51,1.85,0.23,4.25,0,2011,1
108.23,4.89,380,0.49,7.33,0.22,16.86,0,2011,1
108.24,5.08,380,0.39,14.02,0.22,32.25,0,2011,1
108.25,5.22,380,0.14,19.26,0.23,44.3,0,2011,1
108.26,5.41,380,0.27,23.35,0.24,53.7,0,2011,1
108.27,5.66,380,0.37,26.96,0.25,62.01,0,2011,1
108.28,5.87,380,0.35,29.88,0.24,68.72,0,2011,1
108.29,6.16,380,0.24,32.31,0.23,74.31,0,2011,1
108.3,6.5,380,0.31,68.06,0.23,156.54,0,2011,1
108.31,7.37,380,0.47,287.2,0.26,660.56,0,2011,1
108.32,8.34,380,0.28,348,0.3,800.4,0,2011,1
108.33,8.59,380,0.74,398.3,0.31,916.09,0,2011,1
108.34,8.98,380,0.64,448.5,0.35,1031.55,0,2011,1
108.35,9.23,380,0.87,497.8,0.39,1144.94,0,2011,1
108.36,9.48,380,0.91,544.3,0.43,1251.89,0,2011,1
108.38,10.01,380,1.03,588.9,0.48,1354.47,0,2011,1
108.39,10.22,380,1.11,632.7,0.49,1455.21,0,2011,1
108.4,10.54,380,1.19,675.3,0.57,1553.19,0,2011,1
108.41,10.84,380,1.17,714,0.62,1642.2,0,2011,1
108.42,11.21,380,1.18,749.3,0.68,1723.39,0,2011,1
108.43,11.44,380,1.27,783.1,0.7,1801.13,0,2011,1
108.44,11.53,380,1.39,811,0.74,1865.3,0,2011,1
108.45,11.64,380,1.18,836,0.75,1922.8,0,2011,1
108.46,11.81,380,1.37,857,0.76,1971.1,0,2011,1
108.47,12.3,380,1.16,877,0.78,2017.1,0,2011,1
108.48,12.27,380,1.32,891,0.79,2049.3,0,2011,1
108.49,12.31,380,1.23,875,0.8,2012.5,0,2011,1
108.5,12.54,380,1.26,908,0.79,2088.4,0,2011,1
108.51,12.36,380,1.51,918,0.8,2111.4,0,2011,1
108.52,12.2,380,1.67,920,0.79,2116,0,2011,1
108.53,12.52,380,1.46,920,0.82,2116,0,2011,1
108.54,12.46,380,1.26,918,0.82,2111.4,0,2011,1
108.55,12.73,380,1.48,914,0.84,2102.2,0,2011,1
108.56,12.72,380,1.28,902,0.85,2074.6,0,2011,1
108.57,12.59,380,1.58,885,0.83,2035.5,0,2011,1
108.58,12.67,380,1.72,865,0.81,1989.5,0,2011,1
108.59,12.34,380,1.42,835,0.72,1920.5,0,2011,1
108.6,12.74,380,1.65,810,0.72,1863,0,2011,1
108.61,12.47,380,1.42,780.3,0.67,1794.69,0,2011,1
108.62,12.21,380,1.81,717.1,0.65,1649.33,0,2011,1
108.64,12.36,380,1.34,711.4,0.66,1636.22,0,2011,1
108.65,12.27,380,1.62,672.6,0.66,1546.98,0,2011,1
108.66,12.23,380,1.49,633.5,0.64,1457.05,0,2011,1
108.67,12.07,380,1.09,588.7,0.65,1354.01,0,2011,1
108.68,11.93,380,1.28,510.4,0.66,1173.92,0,2011,1
108.69,11.79,380,1.1,442.9,0.66,1018.67,0,2011,1
108.7,11.73,380,1.29,449.5,0.65,1033.85,0,2011,1
108.71,11.39,380,1.31,401.3,0.62,922.99,0,2011,1
108.72,11.06,380,1.1,332.2,0.6,764.06,0,2011,1
108.73,10.61,380,1.65,284.3,0.55,653.89,0,2011,1
108.74,10.29,380,1.17,227.6,0.49,523.48,0,2011,1
108.75,9.9,380,1.49,167.3,0.42,384.79,0,2011,1
108.76,9.12,380,1.64,105.6,0.35,242.88,0,2011,1
108.77,8.08,380,1.98,19.53,0.26,44.92,0,2011,1
108.78,7.37,380,1.4,4.62,0.23,10.63,0,2011,1
108.79,6.91,380,1.87,0.54,0.21,1.24,0,2011,1
108.8,6.67,380,2.04,0.02,0.23,0.05,0,2011,1
108.81,6.58,380,1.91,0,0.28,0,0,2011,1
108.82,6.55,380,2.14,0,0.36,0,0,2011,1
108.83,6.45,380,1.93,0,0.39,0,0,2011,1
108.84,6.51,380,1.81,0.02,0.48,0.05,0,2011,1
108.85,6.54,380,1.97,0,0.48,0,0,2011,1
108.86,6.54,380,1.96,0,0.51,0,0,2011,1
108.88,6.33,380,2.16,0,0.49,0,0,2011,1
108.89,6.38,380,2.57,0,0.53,0,0,2011,1
108.9,6.68,380,2.02,0,0.59,0,0,2011,1
108.91,6.94,380,2.16,0,0.65,0,0,2011,1
108.92,7.12,380,2.2,0,0.7,0,0,2011,1
108.93,7.25,380,1.97,0,0.73,0,0,2011,1
108.94,7.41,380,2.31,0,0.75,0,0,2011,1
108.95,7.23,380,2.55,0,0.74,0,0,2011,1
108.96,7.48,380,2.8,0,0.75,0,0,2011,1
108.97,7.8,380,2.45,0,0.8,0,0,2011,1
108.98,7.79,380,2.5,0,0.8,0,0,2011,1
108.99,7.24,380,3.11,0,0.7,0,0,2011,1
109,7.02,380,2.71,0,0.66,0,0,2011,1
109.01,6.8,380,2.72,0,0.6,0,0,2011,1
109.02,6.37,380,2.96,0,0.52,0,0,2011,1
109.03,5.86,380,3.02,0,0.38,0,0,2011,1
109.04,5.47,380,3.31,0,0.2,0,0,2011,1
109.05,5.36,380,3.08,0,0.16,0,0,2011,1
109.06,5.45,380,3.28,0,0.16,0,0,2011,1
109.07,5.42,380,3.25,0,0.14,0,0,2011,1
109.08,5.18,380,3.87,0,0.11,0,0,2011,1
109.09,5.39,380,4.21,0,0.12,0,0,2011,1
109.1,6.02,380,4.17,0,0.26,0,0,2011,1
109.11,6.43,380,4.1,0,0.35,0,0,2011,1
109.12,6.41,380,3.95,0,0.33,0,0,2011,1
109.14,6.49,380,4.17,0,0.36,0,0,2011,1
109.15,6.84,380,3.61,0,0.45,0,0,2011,1
109.16,6.64,380,3.65,0,0.4,0,0,2011,1
109.17,7.27,380,4.19,0,0.58,0,0,2011,1
109.18,7.38,380,4.46,0,0.6,0,0,2011,1
109.19,7.74,380,4.2,0,0.63,0,0,2011,1
109.2,8.1,380,4.13,0,0.66,0,0,2011,1
109.21,8.27,380,3.71,0.11,0.65,0.25,0,2011,1
109.22,8.27,380,3.51,3.42,0.63,7.86,0,2011,1
109.23,8.04,380,3.69,9.22,0.61,21.21,0,2011,1
109.24,8.29,380,3.62,28.76,0.65,66.15,0,2011,1
109.25,9,380,3.43,43.56,0.79,100.19,0,2011,1
109.26,9.33,380,2.78,37.95,0.81,87.28,0,2011,1
109.27,9.02,380,1.89,31.1,0.77,71.53,0,2011,1
109.28,8.85,380,2.34,30.71,0.75,70.63,0,2011,1
109.29,8.66,380,2.99,30.3,0.7,69.69,0,2011,1
109.3,8.14,380,3.47,35.61,0.61,81.9,0,2011,1
109.31,7.69,380,3.85,43.05,0.57,99.01,0,2011,1
109.32,7.34,380,4.23,58.76,0.51,135.15,0,2011,1
109.33,6.95,380,4.37,68.41,0.42,157.34,0,2011,1
109.34,6.61,380,3.85,66.8,0.26,153.64,0,2011,1
109.35,6.51,380,3.85,76.3,0.15,175.49,0,2011,1
109.36,6.45,380,3.83,71.22,0.13,163.81,0,2011,1
109.38,6.44,380,3.91,81.2,0.12,186.76,0,2011,1
109.39,6.58,380,3.8,105.9,0.12,243.57,0,2011,1
109.4,6.81,380,3.76,179.4,0.13,412.62,0,2011,1
109.41,7.2,380,3.65,277.7,0.13,638.71,0,2011,1
109.42,7.89,380,2.74,354,0.17,814.2,0,2011,1
109.43,8.85,380,1.73,453.8,0.21,1043.74,0,2011,1
109.44,9.35,380,1.09,480.6,0.23,1105.38,0,2011,1
109.45,9.44,380,1.42,385.2,0.23,885.96,0,2011,1
109.46,9.18,380,1.02,397.6,0.2,914.48,0,2011,1
109.47,9.74,380,1.18,556.6,0.26,1280.18,0,2011,1
109.48,10.09,380,1.15,453.3,0.27,1042.59,0,2011,1
109.49,9.38,380,1.27,384.2,0.21,883.66,0,2011,1
109.5,9.19,380,1.23,350.6,0.19,806.38,0,2011,1
109.51,9.32,380,1.18,454.7,0.2,1045.81,0,2011,1
109.52,9.73,380,1.2,351,0.23,807.3,0,2011,1
109.53,8.56,380,1.41,210.7,0.13,484.61,0,2011,1
109.54,8.47,380,1.56,291.5,0.11,670.45,0,2011,1
109.55,8.74,380,1.61,315.4,0.13,725.42,0,2011,1
109.56,9.28,380,1.49,726.5,0.17,1670.95,0,2011,1
