time,defoliated,nondefoliated,oak
10753,7.98474216890542e-05,8.8630949315529e-05,0.0002003996
10754,7.98474216890542e-05,8.8630949315529e-05,0.0002003996
10755,8.14735553082313e-05,8.8630949315529e-05,0.0002003996
10756,8.14735553082313e-05,8.8630949315529e-05,0.0002003996
10757,8.14735553082313e-05,6.49817637543362e-05,0.0001412906
10758,8.14735553082313e-05,6.49817637543362e-05,0.0001412906
10759,8.34715449690594e-05,6.49817637543362e-05,0.0001412906
10760,9.46005332399946e-05,7.4567189298351e-05,0.000162198
10761,9.6828942482712e-05,7.4567189298351e-05,0.000162198
10762,9.6828942482712e-05,7.4567189298351e-05,0.000162198
10763,9.6828942482712e-05,7.4567189298351e-05,0.000162198
10764,9.6828942482712e-05,7.75060608368043e-05,0.0001695435
10765,9.9234046838106e-05,9.08059531538313e-05,0.000202802
10766,0.0001124123,9.73110024387684e-05,0.0002069998
10767,0.0001124123,0.0001044507,0.000217724
10768,0.0001149645,0.0001078178,0.0002261395
10769,0.0001149645,0.0001078178,0.0002261395
10770,0.0001295125,0.0001296811,0.0002674888
10771,0.0001321927,0.0001296811,0.0002674888
10772,0.0001321927,0.0001333575,0.0002766778
10773,0.0001478156,0.0001568364,0.0003210824
10774,0.0001478156,0.0001568364,0.0003210824
10775,0.0001478156,0.0001568364,0.0003210824
10776,0.0001478156,0.0001568364,0.0003210824
10777,0.0001131535,0.0001496967,0.0003103582
10778,0.0001478156,0.0001496967,0.0003103582
10779,0.0001321927,0.0001262178,0.0002659536
10780,0.0001149645,0.0001197709,0.0002601418
10781,0.0001124123,0.0001155621,0.0002496223
10782,-9999,-9999,-9999
10783,-9999,-9999,-9999
10784,-9999,-9999,-9999
10785,-9999,-9999,-9999
10786,-9999,-9999,-9999
10787,-9999,-9999,-9999
10788,-9999,-9999,-9999
10789,-9999,-9999,-9999
10790,-9999,-9999,-9999
10791,4.60570459672521e-05,-9999,-9999
10792,4.60570459672521e-05,9.15977752684488e-06,2.28940338810001e-05
10793,-9999,-9999,-9999
10794,-9999,-9999,-9999
10795,-9999,-9999,-9999
10796,-9999,-9999,-9999
10797,9.46005332399946e-05,8.08730828321661e-05,0.000177959
10798,0.0001245552,0.0001296811,0.0002674888
10799,0.0001223268,0.0001392177,0.0002921271
10800,0.0001223268,0.0001225414,0.0002567646
10801,0.0001920615,0.0002510187,0.0005009455
10802,0.0002278177,0.000308806,0.0006187816
10803,-9999,-9999,-9999
10804,-9999,-9999,-9999
10805,-9999,-9999,-9999
10806,-9999,-9999,-9999
10807,-9999,-9999,-9999
10808,-9999,-9999,-9999
10809,-9999,-9999,-9999
10810,-9999,-9999,-9999
10811,-9999,-9999,-9999
10812,-9999,-9999,-9999
10813,-9999,-9999,-9999
10814,-9999,-9999,-9999
10815,-9999,-9999,-9999
10816,-9999,-9999,-9999
10817,-9999,-9999,-9999
10818,-9999,-9999,-9999
10819,-9999,-9999,-9999
10820,-9999,-9999,-9999
10821,-9999,-9999,-9999
10822,-9999,-9999,-9999
10823,-9999,-9999,-9999
10824,-9999,-9999,-9999
10825,-9999,-9999,-9999
10826,0.0001717986,0.0002547189,0.0005242932
10827,0.0001942029,0.0003280318,0.0006639363
10828,0.0002355415,0.0003409268,0.0006764725
10829,0.0002355415,0.0003546468,0.0006932504
10830,0.0002494226,0.0004005787,0.0007705414
10831,0.0002547108,0.0004079727,0.0007816475
10832,0.0002331458,0.0003811526,0.0007309236
10833,0.0002308485,0.000389046,0.0007427799
10834,0.0002122291,0.0003655589,0.0006910404
10835,0.0002122291,0.0003655589,0.0006910404
10836,0.0002122291,0.0003588286,0.0006831888
10837,0.0002100415,0.000367153,0.0006956924
10838,0.0002100415,0.0003632626,0.0006859687
10839,0.0002100415,0.0003632626,0.0006859687
10840,0.0002100415,0.0003531269,0.0006691374
10841,0.0002052426,0.0003595061,0.0006765796
10842,0.0002052426,0.0003531269,0.0006691374
10843,0.0001920153,0.00032757,0.0006208028
10844,0.0002029344,0.0003595061,0.0006765796
10845,0.0001897071,0.0003339493,0.000628245
10846,0.0001875195,0.0003339493,0.000628245
10847,0.0001875195,0.0003339493,0.000628245
10848,0.0001833984,0.0003339493,0.000628245
10849,7.98397326574072e-05,0.0001075919,0.0002084969
10850,9.28885716160731e-05,0.0001246564,0.0002407703
10851,9.28885716160731e-05,0.0001246564,0.0002407703
10852,9.28885716160731e-05,0.0001216269,0.0002331982
10853,9.28885716160731e-05,0.0001216269,0.0002331982
10854,9.28885716160731e-05,0.0001115037,0.0002179927
10855,9.28885716160731e-05,0.0001115037,0.0002179927
10856,9.49342516434117e-05,0.0001115037,0.0002179927
10857,9.49342516434117e-05,0.0001272878,0.000267044
10858,9.49342516434117e-05,0.0001272878,0.000267044
10859,9.49342516434117e-05,0.0001272878,0.000267044
10860,9.49342516434117e-05,0.0001272878,0.000267044
10861,9.49342516434117e-05,0.0001018781,0.0002035347
10862,9.49342516434117e-05,0.0001018781,0.0002035347
10863,9.72058487110785e-05,0.0001018781,0.0002035347
10864,8.58510510502198e-05,9.74687024739357e-05,0.0001932913
10865,8.58510510502198e-05,8.41994600870075e-05,0.0001645475
10866,8.58510510502198e-05,8.70734534267768e-05,0.0001717307
10867,8.58510510502198e-05,8.70734534267768e-05,0.0001717307
10868,8.58510510502198e-05,9.55094575989663e-05,0.000184402
10869,8.58510510502198e-05,9.55094575989663e-05,0.000184402
10870,8.58510510502198e-05,0.0001003822,0.0001900866
10871,8.58510510502198e-05,0.0001003822,0.0001900866
10872,8.58510510502198e-05,9.1946192459815e-05,0.0001774154
10873,8.82977945842035e-05,0.0001035125,0.0001979107
10874,8.58510510502198e-05,9.50765381884125e-05,0.0001852394
10875,0.0001024764,9.89985042211005e-05,0.000157691
10876,8.16200953571951e-05,7.32104505897718e-05,0.000122225
10877,6.2837981773762e-05,7.32104505897718e-05,0.000122225
10878,4.72843880322034e-05,6.96284742039874e-05,0.0001173695
10879,6.2837981773762e-05,9.55137176122203e-05,0.0001619697
10880,8.16200953571951e-05,0.0001358503,0.0002329713
10881,-9999,0.0001008891,0.0001729235
10882,-9999,4.86998255794543e-05,8.59337270908988e-05
10883,-9999,0.0001008891,0.0001729235
10884,8.16200953571951e-05,0.0001646391,0.0002724662
10885,-9999,0.0001102801,0.0001963956
10886,-9999,4.86998255794543e-05,8.59337270908988e-05
10887,-9999,7.82504542232957e-05,0.0001389194
10888,-9999,-9999,-9999
10889,-9999,-9999,-9999
10890,-9999,-9999,-9999
10891,-9999,-9999,-9999
10892,-9999,-9999,-9999
10893,-9999,-9999,-9999
10894,-9999,-9999,-9999
10895,-9999,-9999,-9999
10896,-9999,-9999,-9999
10897,-9999,-9999,-9999
10898,-9999,-9999,-9999
10899,-9999,-9999,-9999
10900,-9999,-9999,-9999
10901,-9999,-9999,-9999
10902,-9999,-9999,-9999
10903,-9999,-9999,-9999
10904,-9999,-9999,-9999
10905,-9999,-9999,-9999
10906,0.0003384584,0.0005268845,0.0010395461
10907,0.0004411521,0.000686216,0.0013317706
10908,0.0006344666,0.0010547542,0.0020483481
10909,0.0006463553,0.0012774833,0.0024840974
10910,0.0007545498,0.0014796689,0.0028665193
10911,0.000950624,0.0018391563,0.0035597849
10912,0.0010776151,0.0020705318,0.0039952822
10913,0.0011433551,0.0021933411,0.0042284253
10914,0.0012753825,0.0025092888,0.0048701394
10915,0.0011785042,0.0023375371,0.0045470186
10916,0.0010807956,0.002182521,0.0042669004
10917,0.0010463703,0.0017939018,0.0034857776
10918,0.0009497574,0.0015893278,0.0030792397
10919,0.0009071139,0.001511141,0.0029123076
10920,0.0008370837,0.0013585245,0.0026144501
10921,0.0008131206,0.0013260314,0.0025477981
10922,0.0007384781,0.0011876932,0.0022858373
10923,0.0006482505,0.0010420145,0.0020093314
10924,0.0005820376,0.0009323575,0.0017950417
10925,0.0005537401,0.0008888728,0.0017109046
10926,0.0004979065,0.0007489985,0.0014559467
10927,0.000470883,0.0007159172,0.0013883774
10928,0.0004277364,0.0006526073,0.0012632175
10929,0.0003858758,0.000590074,0.0011449506
10930,0.000360832,0.0005617496,0.0010857252
10931,0.0003237161,0.0004908831,0.0009537887
10932,0.0002999321,0.0004621116,0.0008993743
10933,0.0002853495,0.0004414824,0.0008574219
10934,0.0002624394,0.0004092825,0.0007937014
10935,0.0002485066,0.0003823624,0.0007427885
10936,0.0002425531,0.0003858454,0.0007434939
10937,0.0002289652,0.000359592,0.0006938417
10938,0.0002289652,0.0003551593,0.0006827627
10939,0.0002157392,0.0003296049,0.0006344326
10940,0.0002099674,0.0003230948,0.0006268378
10941,0.0001946921,0.0002939554,0.0005690984
10942,0.0001971234,0.0002939554,0.0005690984
10943,0.0001946921,0.0003023914,0.0005817697
10944,0.0001971234,0.0003023914,0.0005817697
10945,9.32226446693394e-05,9.35952148968651e-05,0.0002072821
10946,9.32226446693394e-05,9.35952148968651e-05,0.0002072821
10947,9.32226446693394e-05,9.35952148968651e-05,0.0002072821
10948,9.32226446693394e-05,9.35952148968651e-05,0.0002072821
10949,9.32226446693394e-05,9.35952148968651e-05,0.0002072821
10950,9.32226446693394e-05,9.35952148968651e-05,0.0002072821
10951,8.12660166627667e-05,7.11340027763072e-05,0.0001648021
10952,8.2965245166345e-05,6.19630750447179e-05,0.0001394358
10953,8.2965245166345e-05,6.19630750447179e-05,0.0001394358
10954,9.49218731729172e-05,8.32893040698934e-05,0.000181811
10955,8.2965245166345e-05,6.19630750447179e-05,0.0001394358
10956,9.49218731729172e-05,8.72334112072413e-05,0.0001843868
10957,9.69934184094969e-05,7.99320447411642e-05,0.0001734198
10958,9.69934184094969e-05,7.99320447411642e-05,0.0001734198
10959,9.69934184094969e-05,7.99320447411642e-05,0.0001734198
10960,9.69934184094969e-05,7.99320447411642e-05,0.0001734198
10961,9.69934184094969e-05,7.99320447411642e-05,0.0001734198
10962,9.69934184094969e-05,8.72334112072413e-05,0.0001843868
10963,9.69934184094969e-05,8.44179948348306e-05,0.0001773499
10964,9.69934184094969e-05,8.44179948348306e-05,0.0001773499
10965,9.49218731729172e-05,8.44179948348306e-05,0.0001773499
10966,9.49218731729172e-05,8.44179948348306e-05,0.0001773499
10967,8.12660166627667e-05,9.12651387921945e-05,0.0002053916
10968,4.66585585397752e-05,2.52793641183602e-05,3.79707346812331e-05
10969,-9999,-9999,-9999
10970,-9999,-9999,-9999
10971,-9999,-9999,-9999
10972,-9999,-9999,-9999
10973,-9999,-9999,-9999
10974,-9999,-9999,-9999
10975,-9999,-9999,-9999
10976,-9999,-9999,-9999
10977,-9999,-9999,-9999
10978,-9999,-9999,-9999
10979,-9999,-9999,-9999
10980,-9999,-9999,-9999
10981,-9999,-9999,-9999
10982,-9999,-9999,-9999
10983,-9999,-9999,-9999
10984,-9999,-9999,-9999
10985,0.0001255955,0.0001851987,0.0004027201
10986,0.0002132641,0.0003191,0.0006337706
10987,0.0002796456,0.0005081769,0.001034822
10988,0.0004048089,0.0006526805,0.0012646583
10989,0.0005434994,0.0009394541,0.0018368836
10990,0.0005434994,0.0009597114,0.0018875149
10991,0.0005700836,0.0010167332,0.0019996649
10992,0.0004569934,0.0008363559,0.0016674203
10993,0.000402039,0.00074375,0.0014922783
10994,0.0002758749,0.0004924019,0.0009953938
10995,0.0001085166,0.0001532047,0.0003403059
10996,7.96902208978214e-05,9.86348743780563e-05,0.000233538
10997,0.0001085166,0.0001532047,0.0003403059
10998,0.0001439004,0.0002201881,0.0004713613
10999,0.0002544277,0.0004630427,0.0009465153
11000,0.0003946076,0.0006526805,0.0012646583
11001,0.0004316205,0.0008246237,0.0015874377
11002,0.0007538455,0.0014607451,0.0028198358
11003,0.0010499454,0.0020255258,0.0039176934
11004,0.0013039886,0.0024939186,0.0048164744
11005,0.001542963,0.0029316578,0.0056599394
11006,0.0016152119,0.0030487351,0.0058672988
11007,0.0017579173,0.003354183,0.0064661657
11008,0.0020468428,0.0038506123,0.0074198059
11009,0.002267174,0.0041960472,0.008065161
11010,0.0022978564,0.0035287133,0.0067637937
11011,0.0022395534,0.0033945452,0.0064937927
11012,0.0020951922,0.0032051438,0.0061234097
11013,0.0019597212,0.0031094284,0.0059160225
11014,0.0018552533,0.0031209677,0.005873976
11015,0.0015693794,0.0026088872,0.0049199241
11016,0.0014242265,0.0024022756,0.0045226463
11017,0.0015544295,0.0026557209,0.0049605467
11018,0.00156612,0.0026254884,0.0048845649
11019,0.0015074559,0.0023286024,0.0043825297
11020,0.0014499781,0.0022140474,0.0041629236
11021,0.0014007869,0.0021097594,0.0039667833
11022,0.0012999662,0.0019243497,0.0036152238
11023,0.0011731465,0.0017086567,0.0032106778
11024,0.0010409655,0.001508125,0.0028386194
11025,0.0009278753,0.0013491691,0.0025412002
11026,0.0008094927,0.0011677523,0.0021943309
11027,0.000736798,0.0010746518,0.0020119023
11028,0.0006599161,0.0009563201,0.0017814787
11029,0.0006033943,0.0008818702,0.0016374443
11030,0.0005572281,0.000826112,0.0015223719
11031,0.0005037194,0.0007108667,0.0013151685
11032,0.0004626748,0.0006206445,0.0011516466
11033,0.0004360727,0.0005935037,0.0010943728
11034,0.0003970349,0.0005513826,0.0010050158
11035,0.0003888802,0.0005336785,0.0009725122
11036,0.000365935,0.0005048635,0.0009180155
11037,0.0003269256,0.0004448713,0.0008019594
11038,0.0003052436,0.0003967648,0.0007180042
11039,0.0002840574,0.0003706147,0.0006685474
11040,0.0002633893,0.0003289572,0.0005910568
11041,0.0003759714,0.0005363342,0.0009814223
11042,0.0003580696,0.000500519,0.0009200529
11043,0.0003580696,0.0005093047,0.0009303025
11044,0.000337869,0.0004780469,0.0008682049
11045,0.0003143366,0.0004523969,0.0008196942
11046,0.000320725,0.0004533429,0.000824062
11047,0.000320725,0.0004485343,0.0008120432
11048,0.0003078356,0.000428439,0.0007769622
11049,0.0003014472,0.0004384634,0.0007920193
11050,0.0002889692,0.0003909407,0.0007093365
11051,0.0002851445,0.0003778609,0.000687795
11052,0.0002889692,0.0003732447,0.0006762571
11053,0.0002953576,0.0003732447,0.0006762571
11054,0.0002953576,0.0003651037,0.0006667597
11055,0.0002953576,0.0003605877,0.0006554723
11056,0.0002833226,0.0003373345,0.0006114945
11057,0.0002794979,0.0003454755,0.0006209919
11058,0.0002794979,0.0003197001,0.0005876575
11059,0.0002794979,0.0003294318,0.000602275
11060,0.0002860575,0.0003294318,0.000602275
11061,0.0002898822,0.0003294318,0.000602275
11062,0.0002745064,0.0003018979,0.0005567354
11063,0.000263494,0.0002806206,0.0005164943
11064,0.000274042,0.0002852368,0.0005280322
11065,0.000274042,0.0002685955,0.000515099
11066,0.0003073547,0.0003271676,0.000634982
11067,0.0003507684,0.0003957279,0.0007775389
11068,0.0004058843,0.0005010222,0.0009939398
11069,0.0004311474,0.0005404632,0.0011034271
11070,0.0004886601,0.0006382583,0.0013182458
11071,0.0005061405,0.0007074321,0.0014649601
11072,0.0003763171,0.0006217866,0.0013089354
11073,0.0006625243,0.0012047216,0.0024592388
11074,0.0008393782,0.0013045535,0.0026282079
11075,0.0009705748,0.0015566837,0.0031082924
11076,0.0010054523,0.0016309078,0.0032636643
11077,0.0010488777,0.0016896029,0.0033721083
11078,0.0011330145,0.0020979742,0.0041253959
11079,0.0012509572,0.0022283029,0.0043121375
11080,0.0014300513,0.0025413905,0.0049061091
11081,0.0016390893,0.0029458658,0.0056820188
11082,0.001912194,0.0034568233,0.0066607472
11083,0.0021618997,0.0039153862,0.0075304948
11084,0.0023504251,0.0043181187,0.008306599
11085,0.0025541117,0.0046825382,0.0090038156
11086,0.002659272,0.0048700656,0.0093625056
11087,0.0026979758,0.0049459524,0.0095060273
11088,0.0027487915,0.0050481027,0.0097083595
11089,0.002857973,0.0043735834,0.0084039648
11090,0.0029941312,0.004563159,0.0087501235
11091,0.0030603415,0.0046642188,0.00893142
11092,0.0030926285,0.004699704,0.0089767736
11093,0.0030992917,0.0047140513,0.0089955178
11094,0.0031393618,0.0047409173,0.0090329936
11095,0.0031731502,0.0047796995,0.0090937985
11096,0.0031870141,0.0048045592,0.0091249225
11097,0.0032010066,0.0048301983,0.0091569754
11098,0.0032151287,0.0048565837,0.0091899189
11099,0.0031600958,0.0047835444,0.0090542907
11100,0.003194914,0.0048276369,0.0091100732
11101,0.0031542978,0.0047637764,0.008976352
11102,0.0031061655,0.0046942195,0.0088343287
11103,0.0030380712,0.0046164904,0.0086923164
11104,0.0029578917,0.0044653939,0.0083988965
11105,0.0028863771,0.0043394619,0.0081607262
11106,0.0028223219,0.0042267089,0.0079395027
11107,0.0028425226,0.0042413124,0.0079696929
11108,0.0028706373,0.0042653047,0.0080019862
11109,0.0028326892,0.0039724795,0.0075396646
11110,0.0027374742,0.0038342242,0.0072600525
11111,0.0026560427,0.0039439406,0.0073831857
11112,0.002550131,0.0039312099,0.0073182236
11113,0.0025305992,0.0040218404,0.0074355893
11114,0.0022685314,0.0035180661,0.0065197465
11115,0.0021700347,0.0033636535,0.0062176606
11116,0.002039171,0.0031561799,0.0058024167
11117,0.0018084959,0.0027768488,0.0051005179
11118,0.0015809031,0.0023637264,0.0043476585
11119,0.0013733797,0.0020351772,0.0037532734
11120,0.0011054842,0.0016508452,0.0030441168
11121,0.0008432844,0.0012573425,0.0023269061
11122,0.0007254953,0.0010417816,0.001937841
11123,0.0006214881,0.0008651207,0.0016172359
11124,0.0005396419,0.0007178698,0.0013515752
11125,0.0004474268,0.0005861417,0.0011087408
11126,0.0003629241,0.0004658906,0.0008896318
11127,0.000338658,0.0003810681,0.0007365991
11128,0.0002847993,0.0003167979,0.0006170747
11129,0.0001752551,0.000255374,0.000501056
11130,0.0002298221,0.0002271182,0.0004455786
11131,0.0001941583,0.0001797559,0.0003560042
11132,0.0001788006,0.0001455921,0.0002960019
11133,0.0002154038,0.0001527545,0.0003144106
11134,0.0001877178,0.0001286504,0.0002688235
11135,0.0001442826,0.0001062511,0.0002264605
11136,0.0001631944,7.09891595356232e-05,0.0001572391
11137,0.0003211734,0.0010623322,0.0017886365
11138,0.0003535026,0.0010511214,0.0017755577
11139,0.0003426969,0.0010071215,0.0016969859
11140,0.0003426969,0.0010144117,0.0017024493
11141,0.0003568489,0.0010417553,0.0017541631
11142,0.0003702154,0.0010417553,0.0017541631
11143,0.0003602424,0.0010363249,0.0017405904
11144,0.0003426969,0.0010109975,0.0016955802
11145,0.0003633815,0.0010439392,0.0017466826
11146,0.0003633815,0.0010461363,0.001753658
11147,0.0003811602,0.0010820965,0.0018132626
11148,0.0004060585,0.001099733,0.0018544652
11149,0.0004130145,0.0011132471,0.001874764
11150,0.0004351153,0.0011370363,0.001916584
11151,0.0004542721,0.0011665661,0.0019724326
11152,0.0004800021,0.0012159908,0.0020496033
11153,0.0004800021,0.001221133,0.0020624558
11154,0.0004958131,0.0012626389,0.0021330144
11155,0.0005066468,0.0012626389,0.0021330144
11156,0.0005227142,0.0012936833,0.0021917276
11157,0.0005262468,0.0013099826,0.0022176932
11158,0.0005262468,0.0012936833,0.0021917276
11159,0.0005262468,0.0012799901,0.0021711597
11160,0.0005262468,0.0012852051,0.0021841941
11161,0.0005572407,0.0013220245,0.0022570447
11162,0.0006266601,0.0014468555,0.0024950078
11163,0.0007063241,0.0015995971,0.0027849131
11164,0.0008034466,0.00176967,0.0031219506
11165,0.0009008833,0.001955461,0.003493639
11166,0.0009166793,0.0019648704,0.00355064
11167,0.000589456,0.0012365786,0.0022956391
11168,0.00050769,0.0008800858,0.001717376
11169,0.0006792262,0.0012174741,0.0023997113
11170,0.0009821962,0.0017433035,0.0033776569
11171,0.0013411349,0.0024387287,0.0047089702
11172,0.0016791915,0.0031036807,0.0059886187
11173,0.0019916703,0.0036850496,0.0071022991
11174,0.0022488147,0.0041964818,0.0080757712
11175,0.002439049,0.0037769211,0.0072608497
11176,0.002636592,0.0040992544,0.0078584919
11177,0.0028293558,0.0041859516,0.0080986181
11178,0.0029504277,0.0043854291,0.0084500198
11179,0.0030356803,0.0045802714,0.0088052513
11180,0.0031367409,0.0048137449,0.0092360239
11181,0.0031976141,0.0049526722,0.0094952929
11182,0.0032999405,0.0051900705,0.0099482911
11183,0.003395997,0.0054349841,0.0104063232
11184,0.0034653919,0.0055870602,0.0106802528
11185,0.0035274443,0.0057006014,0.0108704183
11186,0.0035334607,0.005724565,0.0108887364
11187,0.0035840563,0.0058108201,0.0110141709
11188,0.0035840563,0.0058254062,0.0110182516
11189,0.0036043964,0.0058612794,0.0110638209
11190,0.0036540891,0.0058978444,0.0111102639
11191,0.0037117895,0.006006103,0.0112918647
11192,0.0037117895,0.006034425,0.0113160017
11193,0.0036750401,0.0059752845,0.0111995339
11194,0.0037329217,0.0061563507,0.0115002938
11195,0.003638592,0.0059463842,0.0111102313
11196,0.0035814923,0.0058643002,0.0109597529
11197,0.0035456403,0.0058440592,0.010902753
11198,0.0035309891,0.0058536779,0.0109267939
11199,0.003445643,0.0057210373,0.0106600751
11200,0.0033759823,0.0056100027,0.0104458277
11201,0.0033499867,0.0055463435,0.0103147458
11202,0.0033158706,0.0054445294,0.0101313295
11203,0.0032218743,0.0052389421,0.0097393068
11204,0.0030823232,0.004978727,0.0092650564
11205,0.0030298583,0.0048867352,0.0090847152
11206,0.0029401602,0.0048429763,0.0089794029
11207,0.0028518512,0.0048918987,0.0090135624
11208,0.0027343184,0.0044785193,0.0082930323
11209,0.0025334834,0.0039050013,0.0073021948
11210,0.0023448629,0.0035393915,0.0066399643
11211,0.0021751553,0.0032002417,0.0060150671
11212,0.0019632394,0.0028121121,0.0052956646
11213,0.0017128155,0.002390396,0.0045179751
11214,0.0014615309,0.0021675393,0.0040479434
11215,0.0012075889,0.0017477034,0.0032716864
11216,0.0010082495,0.0014134555,0.0026591162
11217,0.0008375334,0.0011489565,0.0021761165
11218,0.0006919668,0.0011146102,0.0021102626
11219,0.0005629048,0.000882719,0.0016726607
11220,0.000461382,0.000811351,0.0016040424
11221,0.0003816003,0.0006737005,0.0013412976
11222,0.0002982343,0.0005092752,0.0010241154
11223,0.0002400112,0.0003952708,0.0008038493
11224,0.0001962008,0.000319318,0.0006590024
11225,0.0001463227,0.0002204203,0.0004676161
11226,0.0001555986,0.0002149485,0.00046111
11227,0.0001225029,0.0001511273,0.0003362415
11228,0.0001064873,0.0001230497,0.0002813065
11229,0.000148114,-9999,-9999
11230,0.000148114,-9999,-9999
11231,0.0001255781,-9999,-9999
11232,0.0001255781,-9999,-9999
11233,0.0001877107,0.0003178053,0.0005934927
11234,0.0001705914,0.0002911294,0.0005410604
11235,0.0001523766,0.0002612967,0.0004874103
11236,0.0001540756,0.0002612967,0.0004874103
11237,0.0001365265,0.0002300634,0.0004308752
11238,0.0001255878,0.0002021665,0.0003807469
11239,0.0001214315,0.0002021665,0.0003807469
11240,0.0001109616,0.0001697099,0.0003260946
11241,0.0001109616,0.0001697099,0.0003260946
11242,0.0001072373,0.000155261,0.0003032609
11243,0.0001072373,0.000155841,0.0003058966
11244,9.28200821261742e-05,0.0001230688,0.0002479569
11245,9.28200821261742e-05,0.0001230688,0.0002479569
11246,0.000108964,9.28856842246305e-05,0.0001943474
11247,0.0001100297,9.03678013385073e-05,0.0001880542
11248,0.0001100297,8.7081274629991e-05,0.0001842201
11249,9.53446718946744e-05,6.66937458860474e-05,0.0001471579
11250,9.53446718946744e-05,6.66937458860474e-05,0.0001471579
11251,8.24532873946223e-05,5.97642415802657e-05,0.0001366886
11252,9.53446718946744e-05,6.66937458860474e-05,0.0001471579
11253,8.24532873946223e-05,6.24853844935697e-05,0.0001434899
11254,8.24532873946223e-05,5.21706322261838e-05,0.0001196909
11255,-9999,1.39194245533727e-05,3.47345393893722e-05
11256,8.24532873946223e-05,6.24853844935697e-05,0.0001434899
11257,9.57540221100468e-05,6.92116287721706e-05,0.0001534512
11258,0.0001250459,0.0001093548,0.0002327689
11259,0.000119406,0.0001614917,0.0003347173
11260,0.0001322116,0.0001861718,0.0003879302
11261,0.0001573307,0.0002380552,0.0004904429
11262,0.0001819154,0.0002892962,0.0005896275
11263,0.000213646,0.0004163458,0.0008441374
11264,0.0002750106,0.00051633,0.001036141
11265,0.0003720128,0.000588318,0.0011644701
11266,0.0005227379,0.0008477802,0.0016646553
11267,0.0006534683,0.0010963641,0.0021499551
11268,0.0009041909,0.0015052696,0.0029542722
11269,0.0011442698,0.0019261481,0.0037653059
11270,0.0014322903,0.0024254823,0.0047205801
11271,0.0017229845,0.0029336038,0.0056843347
11272,0.0020036929,0.0034116486,0.0065892278
11273,0.0023525058,0.003995137,0.007674754
11274,0.0025724837,0.0044045713,0.0084165887
11275,0.0028137391,0.0048223216,0.0091790162
11276,0.0029021477,0.0050284257,0.0095402804
11277,0.0030097135,0.0052371673,0.0099191721
11278,0.003101318,0.0054391769,0.0102891314
11279,0.0032599738,0.0057636069,0.0108996467
11280,0.0035179059,0.006270269,0.0118437876
11281,0.0036897232,0.0066016662,0.0124227499
11282,0.0038231493,0.0068307881,0.0128306682
11283,0.0039534953,0.0070529602,0.0132178771
11284,0.0040271913,0.0071669553,0.0134081644
11285,0.0040271913,0.0071621072,0.0133583682
11286,0.0039102838,0.0069819408,0.0130096227
11287,0.0039477408,0.0070686168,0.0131631843
11288,0.0039627454,0.0070830342,0.013180004
11289,0.0039477408,0.0070975652,0.0131969561
11290,0.0039684999,0.0071122101,0.0132140413
11291,0.0039836298,0.0071295142,0.0132244339
11292,0.0039252884,0.0070614292,0.0130784502
11293,0.0038100203,0.0068826207,0.0127383379
11294,0.0036966159,0.0067080774,0.0124008705
11295,0.0035850487,0.0065362633,0.0120687114
11296,0.0035002194,0.0063751896,0.0117687016
11297,0.0034058548,0.0062035723,0.0114537425
11298,0.0033522028,0.0061274736,0.0113038484
11299,0.0032705016,0.0059692196,0.0110200407
11300,0.0032456597,0.0058821892,0.0108544228
11301,0.0031690927,0.0057063857,0.0105310502
11302,0.0030660609,0.0055240636,0.0101895397
11303,0.0029281361,0.00528519,0.0097359793
11304,0.0027447742,0.0050436967,0.0092531838
11305,0.0025249721,0.0047063273,0.0086040375
11306,0.0023093479,0.0049366154,0.0088480643
11307,0.001994357,0.0040109625,0.0072435682
11308,0.0016820726,0.0034288075,0.0061694071
11309,0.0014576066,0.0029871376,0.0053737574
11310,0.0012712378,0.0025124013,0.0045493468
11311,0.0010822221,0.0020561966,0.0037455479
11312,0.0009354636,0.0020098579,0.0035887117
11313,0.0008151582,0.0016083833,0.0029188035
11314,0.0007216054,0.0014450439,0.0026250786
11315,0.0006392122,0.0012872413,0.0023413226
11316,0.0005600678,0.0011483771,0.0020894752
11317,0.0004933026,0.001037148,0.0018824934
11318,0.000445154,0.000933834,0.0016947572
11319,0.00039856,0.0008423003,0.0015344578
11320,0.0003535957,0.0007662927,0.0013912002
11321,0.0003251245,0.0007295026,0.0013272565
11322,0.0002904496,0.0006384947,0.001162784
11323,0.0002709966,0.000597986,0.0010871786
11324,0.0002363377,0.0005486045,0.0009962549
11325,0.0002181754,0.0005227108,0.0009472832
11326,0.0002005865,0.0004731634,0.0008574899
11327,0.0001836395,0.0004372352,0.0007924621
11328,0.0001655839,0.000421868,0.0007600066
11329,0.0001232536,0.0001987741,0.0003833841
11330,0.0001088472,0.0001566517,0.0003107289
11331,0.0001106155,0.0001519291,0.0003052195
11332,9.73340094755025e-05,0.0001325602,0.0002685879
11333,8.61689940278886e-05,0.0001255764,0.0002494473
11334,8.79373220505184e-05,0.0001073139,0.0002218987
11335,0.0001112164,0.0001148791,0.0002290046
11336,0.0001112164,0.0001044003,0.0002146165
11337,0.0001112164,0.0001177927,0.0002362868
11338,0.0001112164,0.0001044003,0.0002146165
11339,0.0001112164,9.05275384285869e-05,0.0001910426
11340,0.0001112164,0.0001025067,0.0002104207
11341,0.0001093956,0.0001035447,0.000219255
